"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.175901495162711,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,3.61233480176212,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-1.70068027210885,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-7.35294117647059,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-14.8459383753501,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,8.55263157894736,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,6.16161616161615,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,5.32825880114178,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-0.180668473351403,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,2.26244343891404,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,1.4159292035398,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.349040139616041,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-3.41506129597198,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,2.71985494106981,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,3.61871138570171,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,3.49233390119249,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,0.246913580246899,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-1.72413793103447,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,2.08855472013366,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,-1.1456628477905,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,-1.15894039735097,,
"PRINTO01","Industrial production, s.a.","AUT","Austria","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,-2.34505862646569,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",3.14136125654453,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",-4.82233502538072,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",1.6,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",-5.94925634295713,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",-11.7209302325581,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",13.1717597471022,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",-3.44506517690874,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",5.68948891031819,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",0.09124087591241,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",0.63810391978123,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",6.79347826086958,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",-2.37489397794743,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",-1.30321459600347,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",5.98591549295777,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",-1.66112956810632,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",3.88513513513511,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",4.39024390243903,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",0.233644859813087,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",8.23620823620826,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",-4.16367552045946,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",-1.94756554307115,,
"PRINTO01","Industrial production, s.a.","BEL","Belgium","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",3.74331550802139,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.388010883051597,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-0.0794892875184464,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0.863677705715149,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-5.6391771828439,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-13.3332118185298,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,4.31684072636374,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,4.76405801776477,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,3.14506041320157,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-0.66367258818983,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,1.46205342169871,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-0.187230261487694,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,2.36093006496465,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,1.11945996733508,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,1.8414424376459,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-1.75335414436017,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,0.916114507917822,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-0.767356789218978,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-0.3706788199589,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,2.49645506457807,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,-0.759514571121926,,
"PRINTO01","Industrial production, s.a.","CAN","Canada","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,0.211750648486347,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.80862533692721,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,1.99275362318838,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0.799289520426314,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-11.9823788546255,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-24.3243243243243,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,18.5185185185185,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,13.9508928571428,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,4.79921645445643,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,3.27102803738318,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,0.814479638009056,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,1.97486535008976,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,0.0880281690140895,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.175901495162699,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-1.14537444933921,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-1.51515151515152,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,2.53393665158371,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,1.41218005295675,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-3.2201914708442,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,1.16906474820143,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,1.86666666666665,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,-3.22862129144851,,
"PRINTO01","Industrial production, s.a.","CZE","Czech Republic","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,-3.24616771866547,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,6.87022900763359,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-4.37500000000001,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,1.86741363211952,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-0.641613198900082,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-5.07380073800737,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-2.42954324586979,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,5.3784860557769,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-4.72589792060492,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,3.76984126984127,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,2.0076481835564,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-6.09184629803186,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,7.58483033932136,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,0.742115027829314,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,0.828729281767946,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-1.36986301369862,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,5.64814814814814,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-2.89219982471516,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,0.812274368231038,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,-1.61145926589078,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,5.09554140127389,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,4.41558441558441,,
"PRINTO01","Industrial production, s.a.","DNK","Denmark","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,-4.97512437810946,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.0890471950133759,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-1.60142348754451,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.542495479204334,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,3.0909090909091,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-2.99823633156967,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-2.9090909090909,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,0.65543071161048,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,1.0232558139535,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,1.19705340699815,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-1.81983621474065,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,1.76088971269692,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,0.728597449908918,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.36166365280287,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,0.362976406533551,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,2.26039783001808,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,-2.12201591511936,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,1.44534778681121,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,1.95903829029386,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,-1.7467248908297,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,0.266666666666664,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,1.32978723404256,,
"PRINTO01","Industrial production, s.a.","FIN","Finland","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,0.524934383202094,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-2.39289849478965,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,0.197706603400554,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,1.87450670876084,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-17.1605655626574,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-20.6219312602291,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,19.0868924889543,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,12.9112045510759,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,3.42825848849946,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,1.15429418616963,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,1.72738693467337,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,2.02737470412679,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.595118014928386,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.537798072044656,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,3.570699857172,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-4.62962962962962,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.00185912001654,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-0.0715819613457557,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-0.38886614817846,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,0.400657489213069,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,0.450219993860632,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,1.04920036671082,,
"PRINTO01","Industrial production, s.a.","FRA","France","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,-1.28024193548388,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-1.7017017017017,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,2.44399185336048,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,1.4910536779324,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-10.871694417238,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-22.0879120879121,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,11.706629055007,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,11.489898989899,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,1.92525481313703,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-0.333333333333338,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,2.4526198439242,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,3.48204570184982,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,1.26182965299685,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,1.45379023883698,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-0.204708290685776,,
"PRINTO01","Industrial production, s.a.","DEU","Germany","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-2.05128205128204,,
