"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,8.78980891719746,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,6.44028103044496,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,0.220022002200211,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,2.96377607025247,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,0.533049040511722,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,0.424178154825044,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-3.3790918690602,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,5.46448087431694,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-1.76165803108808,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,0.632911392405072,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,1.25786163522012,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-1.96687370600413,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,0.63357972544877,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,-2.62329485834208,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,2.9094827586207,,
"PRINTO01","Industrial production, s.a.","LUX","Luxembourg","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,-0.314136125654454,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-1.47492625368734,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,2.49500998003993,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-2.04479065238559,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-6.26242544731611,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-0.106044538706246,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,1.16772823779192,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,2.62329485834208,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,0,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,0.715746421267892,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,2.23350253807107,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.695134061569015,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,0.199999999999992,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,1.29740518962078,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-1.97044334975371,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,3.21608040201006,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-0.0973709834469341,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,0.38986354775829,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,1.94174757281554,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,1.14285714285714,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,-2.54237288135595,,
"PRINTO01","Industrial production, s.a.","NLD","Netherlands","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,0.966183574879219,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.814901047729911,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-2.30946882217091,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,2.4822695035461,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,1.49942329873127,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-0.568181818181817,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-1.25714285714285,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-1.15740740740742,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,2.34192037470727,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,1.60183066361554,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-1.80180180180181,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-3.78440366972475,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,1.54946364719905,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,3.16901408450704,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,1.13765642775882,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-1.34983127109114,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.02622576966933,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-0.112866817155747,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-0.338983050847453,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,1.02040816326529,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,0,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,2.6936026936027,,
"PRINTO01","Industrial production, s.a.","NOR","Norway","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,3.27868852459018,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-2.82030620467364,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,2.23880597014926,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,1.21654501216544,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-7.05128205128206,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-21.0344827586207,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,13.4279475982533,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,11.0683349374398,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,6.75909878682841,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-0.487012987012987,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,2.28384991843393,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,0.956937799043063,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,0.789889415481833,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,0.313479623824452,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,1.40625,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,0.308166409861308,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,2.68817204301076,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-0.74794315632012,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,1.58251695553882,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,1.03857566765577,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,0.881057268722484,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,-1.23726346433771,,
"PRINTO01","Industrial production, s.a.","POL","Poland","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,0.589535740604275,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,3.20954135557064,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,0.573092822247281,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-2.30733302195236,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-8.22336966915279,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-22.4317566159617,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,3.21020819341841,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,11.7126496616346,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,14.0726933830382,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,9.25245098039216,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-2.86034772854739,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,1.6358737490377,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-5.28309032380228,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,1.59936025589761,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-1.05273514364421,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,1.50144178184347,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,-0.372257053291512,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,0.471976401179931,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-4.73673908788413,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,-2.18820628724061,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,3.61306585442707,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,-1.91586416624429,,
"PRINTO01","Industrial production, s.a.","PRT","Portugal","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,1.58123191401405,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.808625336927215,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,4.34782608695652,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.95486111111112,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-20.1577563540754,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-26.7837541163556,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,21.2893553223388,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,24.3510506798517,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,4.07554671968191,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,5.06208213944605,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,2.54545454545452,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-1.50709219858154,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,3.15031503150314,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.610820244328091,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,0.438981562774378,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-0.262237762237779,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,0,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-1.13935144609992,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-2.39361702127659,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,2.45231607629427,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,0.886524822695026,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,-3.95430579964848,,
"PRINTO01","Industrial production, s.a.","SVK","Slovak Republic","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,-1.64684354986277,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-1.93071418416188,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,0.160436076854665,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.20649593762665,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-12.6600270740669,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-22.825954587222,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,20.6874291698346,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,11.3241412100321,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,6.10632414021376,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,1.23067943970376,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,0.891658962812716,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,0.789193662804462,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.917915481392407,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,0.862290100436083,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-0.705258627435646,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-0.0167469535321413,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,0.591167950814829,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,1.34581855936687,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,1.42362856148759,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,-1.15779342678265,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,-1.06241443803868,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,-0.231914561895864,,
"PRINTO01","Industrial production, s.a.","ESP","Spain","GP","Growth previous period","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,0.337936827300615,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-1.69189670525377,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,0.815217391304339,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.359389038634338,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-1.08205590622181,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-15.4968094804011,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,1.40237324703345,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,6.27659574468086,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,3.20320320320317,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,7.46847720659557,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-0.812274368231058,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,0.181983621474065,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,0.272479564032715,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,1.0869565217391,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-0.358422939068077,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,0.899280575539579,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.87165775401068,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-0.262467191601028,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-0.438596491228085,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,1.05726872246695,,
"PRINTO01","Industrial production, s.a.","SWE","Sweden","GP","Growth previous period","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,0.348735832606816,,
