date,meanTakeaway,medianTakeaway,meanFish,medianFish,meanPizza,medianPizza,meanSpag,medianSpag,meanRoast,medianRoast
01/04/2018,6.0454888,6.0500002,6.0454888,6.0500002,8.1015263,7.9499998,1.488994766,1.343125012,4.554528534,4.281833291
01/05/2018,6.0824428,6.0999999,6.0824428,6.0999999,8.1001539,7.9699998,1.515401954,1.352274945,4.469385996,4.255958378
01/06/2018,6.0973682,6.1500001,6.0973682,6.1500001,7.9984961,7.9000001,1.512541903,1.351974955,4.474809937,4.276374921
01/07/2018,6.108582,6.1999998,6.108582,6.1999998,8.1017513,7.9000001,1.503444172,1.349474942,4.418894,4.294624984
01/08/2018,6.1176338,6.1999998,6.1176338,6.1999998,8.1991606,8,1.491330607,1.341374999,4.520699926,4.31137491
01/09/2018,6.1741352,6.3000002,6.1741352,6.3000002,8.1952667,7.9899998,1.486520799,1.341874998,4.517653704,4.290125079
01/10/2018,6.2137122,6.3000002,6.2137122,6.3000002,8.2258015,8,1.490673324,1.34612496,4.379707336,4.29649996
01/11/2018,6.280077,6.375,6.280077,6.375,8.2342854,7.9899998,1.46796816,1.313124968,4.514179461,4.28775008
01/12/2018,6.3010769,6.375,6.3010769,6.375,8.2634087,7.9899998,1.495581826,1.316874968,4.755026184,4.493749887
01/01/2019,6.3353076,6.375,6.3353076,6.375,8.3087311,7.895,1.474123744,1.344875025,4.800512359,4.626687527
01/02/2019,6.2519231,6.3000002,6.2519231,6.3000002,8.3518181,8,1.51338605,1.370374994,4.776922859,4.494875111
01/03/2019,6.2882576,6.375,6.2882576,6.375,8.1919231,7.9899998,1.49400169,1.334875004,4.763555482,4.588375218
01/04/2019,6.3674045,6.4499998,6.3674045,6.4499998,8.2729998,8,1.491852846,1.324474992,4.715244778,4.533124916
01/05/2019,6.4108825,6.4749999,6.4108825,6.4749999,8.2699995,8,1.495548084,1.315325039,4.812256806,4.585625
01/06/2019,6.4482961,6.5,6.4482961,6.5,8.2759686,8,1.490480755,1.344549978,4.716641307,4.546124958
01/07/2019,6.4622793,6.5,6.4622793,6.5,8.2683334,8,1.50840595,1.338999996,4.679407626,4.516250029
01/08/2019,6.4785075,6.5,6.4785075,6.5,8.3154612,7.9899998,1.514418662,1.335249992,4.684075892,4.474291697
01/09/2019,6.4806151,6.5,6.4806151,6.5,8.4132576,8,1.459999461,1.306374969,4.694926076,4.541374974
01/10/2019,6.5293283,6.5,6.5293283,6.5,8.3844118,7.9949999,1.474899156,1.31725,4.691728868,4.535458364
01/11/2019,6.5557461,6.5,6.5557461,6.5,8.4665909,7.9899998,1.485221609,1.314875023,4.635022327,4.542124964
01/12/2019,6.5860448,6.5,6.5860448,6.5,8.4360466,7.9899998,1.469645603,1.335874991,4.70428586,4.499708347
01/01/2020,6.6209021,6.5,6.6209021,6.5,8.4192972,7.9899998,1.449508306,1.320624992,4.750934906,4.623125032
01/02/2020,6.5782814,6.5749998,6.5782814,6.5749998,8.6175003,7.9949999,1.470883422,1.295250002,4.716293134,4.544624999
01/03/2020,6.5444698,6.5,6.5444698,6.5,8.7300768,7.9949999,1.552776869,1.405624971,4.801299304,4.645833381
01/04/2020,6.7096667,6.6999998,6.7096667,6.6999998,8.9495583,7.9899998,1.472284418,1.231250018,4.616458938,4.702833302
01/05/2020,6.475111,6.3000002,6.475111,6.3000002,9.8567495,9.29,1.518528689,1.253024993,4.589792594,4.486833319
01/06/2020,6.7187257,6.6999998,6.7187257,6.6999998,9.7790432,9.29,1.573664777,1.360874996,4.673980884,4.565333351
01/07/2020,6.8496394,6.8000002,6.8496394,6.8000002,9.930171,9.29,1.570780037,1.339624986,4.681690663,4.632999964
01/08/2020,6.7343683,6.8000002,6.7343683,6.8000002,8.6090622,7.5999999,1.520637792,1.340624973,4.819180183,4.762708373
01/09/2020,6.7753305,6.8000002,6.7753305,6.8000002,8.8792562,7.9899998,1.483245097,1.297624975,4.767201126,4.741708346
01/10/2020,6.8328991,6.9000001,6.8328991,6.9000001,8.7576475,7.7655001,1.458091706,1.290724963,4.713550828,4.553083353
01/11/2020,6.9631553,6.9899998,6.9631553,6.9899998,9.0783358,7.9000001,1.510719283,1.323374984,4.789346799,4.690666661
01/12/2020,7.0265093,6.9749999,7.0265093,6.9749999,9.0397606,7.9899998,1.473885475,1.323374984,4.574841909,4.582916707
01/01/2021,6.960196,7,6.960196,7,9.3144522,7.9899998,1.440652821,1.230374989,4.722257406,4.653916672
01/02/2021,6.9255981,6.9000001,6.9255981,6.9000001,9.1997547,7.9949999,1.420238709,1.193374999,4.728425317,4.594999991
01/03/2021,7.0141792,7,7.0141792,7,9.331109,8.7250004,1.48968089,1.236124982,4.796813995,4.615249999
01/04/2021,7.0447946,7,7.0447946,7,9.3964596,8.9499998,1.485489985,1.22587496,4.726036876,4.648500025
01/05/2021,7.0352478,7,7.0352478,7,9.3335962,8.9499998,1.542692367,1.375824991,4.784172408,4.673250005
01/06/2021,6.9747481,6.9000001,6.9747481,6.9000001,9.3233566,8.9899998,1.527746672,1.355374995,4.689152293,4.479416594
01/07/2021,6.9846063,6.9000001,6.9846063,6.9000001,9.216197,8.6749992,1.496300912,1.298124966,4.721448965,4.59466666
01/08/2021,7.0178175,7,7.0178175,7,9.1675081,8.6749992,1.517309783,1.32744996,4.76145383,4.607416652
01/09/2021,7.0691128,7.0749998,7.0691128,7.0749998,9.116848,8.8999996,1.516720945,1.343374995,4.746089578,4.607166685
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
