item,date,mean,median
Takeaway Pizza,2017-10-01,8.2831059,7.9899998
Takeaway Pizza,2017-11-01,8.2832832,7.9899998
Takeaway Pizza,2017-12-01,8.2528143,8.25
Takeaway Pizza,2018-01-01,8.3158331,8.25
Takeaway Pizza,2018-02-01,8.1090403,7.9899998
Takeaway Pizza,2018-03-01,8.095789,7.9499998
Takeaway Pizza,2018-04-01,8.1015263,7.9499998
Takeaway Pizza,2018-05-01,8.1001539,7.9699998
Takeaway Pizza,2018-06-01,7.9984961,7.9000001
Takeaway Pizza,2018-07-01,8.1017513,7.9000001
Takeaway Pizza,2018-08-01,8.1991606,8
Takeaway Pizza,2018-09-01,8.1952667,7.9899998
Takeaway Pizza,2018-10-01,8.2258015,8
Takeaway Pizza,2018-11-01,8.2342854,7.9899998
Takeaway Pizza,2018-12-01,8.2634087,7.9899998
Takeaway Pizza,2019-01-01,8.3087311,7.895
Takeaway Pizza,2019-02-01,8.3518181,8
Takeaway Pizza,2019-03-01,8.1919231,7.9899998
Takeaway Pizza,2019-04-01,8.2729998,8
Takeaway Pizza,2019-05-01,8.2699995,8
Takeaway Pizza,2019-06-01,8.2759686,8
Takeaway Pizza,2019-07-01,8.2683334,8
Takeaway Pizza,2019-08-01,8.3154612,7.9899998
Takeaway Pizza,2019-09-01,8.4132576,8
Takeaway Pizza,2019-10-01,8.3844118,7.9949999
Takeaway Pizza,2019-11-01,8.4665909,7.9899998
Takeaway Pizza,2019-12-01,8.4360466,7.9899998
Takeaway Pizza,2020-01-01,8.4192972,7.9899998
Takeaway Pizza,2020-02-01,8.6175003,7.9949999
Takeaway Pizza,2020-03-01,8.7300768,7.9949999
Takeaway Pizza,2020-04-01,8.9495583,7.9899998
Takeaway Pizza,2020-05-01,9.8567495,9.29
Takeaway Pizza,2020-06-01,9.7790432,9.29
Takeaway Pizza,2020-07-01,9.930171,9.29
Takeaway Pizza,2020-08-01,8.6090622,7.5999999
Takeaway Pizza,2020-09-01,8.8792562,7.9899998
Takeaway Pizza,2020-10-01,8.7576475,7.7655001
Takeaway Pizza,2020-11-01,9.0783358,7.9000001
Takeaway Pizza,2020-12-01,9.0397606,7.9899998
Takeaway Pizza,2021-01-01,9.3144522,7.9899998
Takeaway Pizza,2021-02-01,9.1997547,7.9949999
Takeaway Pizza,2021-03-01,9.331109,8.7250004
Takeaway Pizza,2021-04-01,9.3964596,8.9499998
Takeaway Pizza,2021-05-01,9.3335962,8.9499998
Takeaway Pizza,2021-06-01,9.3233566,8.9899998
Takeaway Pizza,2021-07-01,9.216197,8.6749992
Takeaway Pizza,2021-08-01,9.1675081,8.6749992
Takeaway Pizza,2021-09-01,9.116848,8.8999996
Homemade Spaghetti Bolognese,2000-02-01,0.92016117,0.868949998
Homemade Spaghetti Bolognese,2000-03-01,0.906780838,0.860700011
Homemade Spaghetti Bolognese,2000-04-01,0.904533281,0.856849993
Homemade Spaghetti Bolognese,2000-05-01,0.904597981,0.852974997
Homemade Spaghetti Bolognese,2000-06-01,0.905056802,0.845574979
Homemade Spaghetti Bolognese,2000-07-01,0.903747942,0.83557499
Homemade Spaghetti Bolognese,2000-08-01,0.912143881,0.850775011
Homemade Spaghetti Bolognese,2000-09-01,0.896695103,0.835949985
Homemade Spaghetti Bolognese,2000-10-01,0.911765037,0.858700018
Homemade Spaghetti Bolognese,2000-11-01,0.918277127,0.87233747
Homemade Spaghetti Bolognese,2000-12-01,0.918399001,0.868524978
Homemade Spaghetti Bolognese,2001-01-01,0.921832109,0.870574961
Homemade Spaghetti Bolognese,2001-02-01,0.930332355,0.885024978
Homemade Spaghetti Bolognese,2001-03-01,0.982415418,0.929325034
Homemade Spaghetti Bolognese,2001-04-01,0.9772231,0.926325034
Homemade Spaghetti Bolognese,2001-05-01,0.987972667,0.959075
Homemade Spaghetti Bolognese,2001-06-01,0.975633198,0.924450001
Homemade Spaghetti Bolognese,2001-07-01,0.966368932,0.924449997
Homemade Spaghetti Bolognese,2001-08-01,0.978417156,0.937699992
Homemade Spaghetti Bolognese,2001-09-01,0.963865944,0.939449984
Homemade Spaghetti Bolognese,2001-10-01,0.953101349,0.903974995
Homemade Spaghetti Bolognese,2001-11-01,0.939045472,0.900075004
Homemade Spaghetti Bolognese,2001-12-01,0.950073389,0.909325001
Homemade Spaghetti Bolognese,2002-01-01,0.957625194,0.907974982
Homemade Spaghetti Bolognese,2002-02-01,0.959105836,0.90894999
Homemade Spaghetti Bolognese,2002-03-01,0.972463495,0.924999965
Homemade Spaghetti Bolognese,2002-04-01,0.970193939,0.922949995
Homemade Spaghetti Bolognese,2002-05-01,0.976819906,0.922000013
Homemade Spaghetti Bolognese,2002-06-01,0.974014806,0.926550012
Homemade Spaghetti Bolognese,2002-07-01,0.974975683,0.927974973
Homemade Spaghetti Bolognese,2002-08-01,0.98479999,0.934024986
Homemade Spaghetti Bolognese,2002-09-01,0.976673875,0.926349992
Homemade Spaghetti Bolognese,2002-10-01,0.988286839,0.932350004
Homemade Spaghetti Bolognese,2002-11-01,1.016284633,0.97929996
Homemade Spaghetti Bolognese,2002-12-01,1.02046352,0.965824964
Homemade Spaghetti Bolognese,2003-01-01,1.024652182,0.956374977
Homemade Spaghetti Bolognese,2003-02-01,1.023905865,0.98287501
Homemade Spaghetti Bolognese,2003-03-01,1.033878684,0.969625002
Homemade Spaghetti Bolognese,2003-04-01,1.063562854,1.012999985
Homemade Spaghetti Bolognese,2003-05-01,1.063525939,1.009624991
Homemade Spaghetti Bolognese,2003-06-01,1.085354576,1.059224974
Homemade Spaghetti Bolognese,2003-07-01,1.083623068,1.042175024
Homemade Spaghetti Bolognese,2003-08-01,1.080032822,1.053100024
Homemade Spaghetti Bolognese,2003-09-01,1.081336837,1.048174965
Homemade Spaghetti Bolognese,2003-10-01,1.075593513,1.04424997
Homemade Spaghetti Bolognese,2003-11-01,1.068856174,1.042474981
Homemade Spaghetti Bolognese,2003-12-01,1.082317759,1.045775017
Homemade Spaghetti Bolognese,2004-01-01,1.072649467,1.043925008
Homemade Spaghetti Bolognese,2004-02-01,1.108538044,1.05704999
Homemade Spaghetti Bolognese,2004-03-01,1.116158418,1.056574967
Homemade Spaghetti Bolognese,2004-04-01,1.100374775,1.060412471
Homemade Spaghetti Bolognese,2004-05-01,1.099461783,1.051349971
Homemade Spaghetti Bolognese,2004-06-01,1.088832861,1.033449959
Homemade Spaghetti Bolognese,2004-07-01,1.095649665,1.029575
Homemade Spaghetti Bolognese,2004-08-01,1.096919784,1.02772499
Homemade Spaghetti Bolognese,2004-09-01,1.092446996,1.020599972
Homemade Spaghetti Bolognese,2004-10-01,1.089104039,1.010949979
Homemade Spaghetti Bolognese,2004-11-01,1.073987376,1.009849971
Homemade Spaghetti Bolognese,2004-12-01,1.078376161,1.018525017
Homemade Spaghetti Bolognese,2005-01-01,1.079404281,1.01922497
Homemade Spaghetti Bolognese,2005-02-01,1.082081817,1.020875022
Homemade Spaghetti Bolognese,2005-03-01,1.090075646,1.021700028
Homemade Spaghetti Bolognese,2005-04-01,1.082067229,1.01384997
Homemade Spaghetti Bolognese,2005-05-01,1.036031846,0.986949982
Homemade Spaghetti Bolognese,2005-06-01,1.086957492,1.021075023
Homemade Spaghetti Bolognese,2005-07-01,1.089113981,1.017825002
Homemade Spaghetti Bolognese,2005-08-01,1.095853096,1.019724971
Homemade Spaghetti Bolognese,2005-09-01,1.091397678,1.017800001
Homemade Spaghetti Bolognese,2005-10-01,1.083432153,1.015025018
Homemade Spaghetti Bolognese,2005-11-01,1.084317662,1.017137485
Homemade Spaghetti Bolognese,2005-12-01,1.084302101,1.013750013
Homemade Spaghetti Bolognese,2006-01-01,1.091316156,1.018500015
Homemade Spaghetti Bolognese,2006-02-01,1.077242266,0.990325026
Homemade Spaghetti Bolognese,2006-03-01,1.085215602,1.011099972
Homemade Spaghetti Bolognese,2006-04-01,1.086699797,1.011749971
Homemade Spaghetti Bolognese,2006-05-01,1.098051123,1.015199956
Homemade Spaghetti Bolognese,2006-06-01,1.090629948,1.008574964
Homemade Spaghetti Bolognese,2006-07-01,1.109884122,1.02602504
Homemade Spaghetti Bolognese,2006-08-01,1.10981684,1.015299996
Homemade Spaghetti Bolognese,2006-09-01,1.107395107,1.013274999
Homemade Spaghetti Bolognese,2006-10-01,1.112059716,1.025550008
Homemade Spaghetti Bolognese,2006-11-01,1.116565084,1.024000019
Homemade Spaghetti Bolognese,2006-12-01,1.125263408,1.024924995
Homemade Spaghetti Bolognese,2007-01-01,1.125829369,1.027125003
Homemade Spaghetti Bolognese,2007-02-01,1.138849121,1.022925021
Homemade Spaghetti Bolognese,2007-03-01,1.153187729,1.026424995
Homemade Spaghetti Bolognese,2007-04-01,1.160461651,1.022474997
Homemade Spaghetti Bolognese,2007-05-01,1.165584862,1.061675012
Homemade Spaghetti Bolognese,2007-06-01,1.167308837,1.051050002
Homemade Spaghetti Bolognese,2007-07-01,1.171103187,1.083800022
Homemade Spaghetti Bolognese,2007-08-01,1.168057337,1.078525025
Homemade Spaghetti Bolognese,2007-09-01,1.161537718,1.061899984
Homemade Spaghetti Bolognese,2007-10-01,1.18749816,1.084600011
Homemade Spaghetti Bolognese,2007-11-01,1.201324958,1.104225028
Homemade Spaghetti Bolognese,2007-12-01,1.203776039,1.079975
Homemade Spaghetti Bolognese,2008-01-01,1.210551327,1.095975006
Homemade Spaghetti Bolognese,2008-02-01,1.247625332,1.137850003
Homemade Spaghetti Bolognese,2008-03-01,1.248327363,1.146975011
Homemade Spaghetti Bolognese,2008-04-01,1.264001574,1.150124986
Homemade Spaghetti Bolognese,2008-05-01,1.308113843,1.196849987
Homemade Spaghetti Bolognese,2008-06-01,1.34517163,1.261725003
Homemade Spaghetti Bolognese,2008-07-01,1.387345169,1.312374998
Homemade Spaghetti Bolognese,2008-08-01,1.381684935,1.327574996
Homemade Spaghetti Bolognese,2008-09-01,1.447739314,1.364999978
Homemade Spaghetti Bolognese,2008-10-01,1.453870639,1.353000019
Homemade Spaghetti Bolognese,2008-11-01,1.476062683,1.371199999
Homemade Spaghetti Bolognese,2008-12-01,1.478225309,1.393949954
Homemade Spaghetti Bolognese,2009-01-01,1.484672304,1.376949994
Homemade Spaghetti Bolognese,2009-02-01,1.469631471,1.400349956
Homemade Spaghetti Bolognese,2009-03-01,1.483967628,1.39899997
Homemade Spaghetti Bolognese,2009-04-01,1.471975736,1.35299997
Homemade Spaghetti Bolognese,2009-05-01,1.498727361,1.396450026
Homemade Spaghetti Bolognese,2009-06-01,1.479388554,1.393075023
Homemade Spaghetti Bolognese,2009-07-01,1.49198382,1.375149949
Homemade Spaghetti Bolognese,2009-08-01,1.475750659,1.384525025
Homemade Spaghetti Bolognese,2009-09-01,1.445353843,1.341250021
Homemade Spaghetti Bolognese,2009-10-01,1.473539785,1.347774964
Homemade Spaghetti Bolognese,2009-11-01,1.451520983,1.324825039
Homemade Spaghetti Bolognese,2009-12-01,1.452671364,1.332374966
Homemade Spaghetti Bolognese,2010-01-01,1.421619767,1.287500028
Homemade Spaghetti Bolognese,2010-02-01,1.41909292,1.315499969
Homemade Spaghetti Bolognese,2010-03-01,1.40383845,1.310624974
Homemade Spaghetti Bolognese,2010-04-01,1.439580496,1.341375019
Homemade Spaghetti Bolognese,2010-05-01,1.443858285,1.346450012
Homemade Spaghetti Bolognese,2010-06-01,1.448816109,1.336225014
Homemade Spaghetti Bolognese,2010-07-01,1.472680148,1.366300007
Homemade Spaghetti Bolognese,2010-08-01,1.48427381,1.375199964
Homemade Spaghetti Bolognese,2010-09-01,1.487692822,1.373224968
Homemade Spaghetti Bolognese,2010-10-01,1.490695244,1.378125004
Homemade Spaghetti Bolognese,2010-11-01,1.483128615,1.372249994
Homemade Spaghetti Bolognese,2010-12-01,1.473267829,1.370749984
Homemade Spaghetti Bolognese,2011-01-01,1.481391013,1.385249961
Homemade Spaghetti Bolognese,2011-02-01,1.504100367,1.398999985
Homemade Spaghetti Bolognese,2011-03-01,1.504557649,1.401749957
Homemade Spaghetti Bolognese,2011-04-01,1.503261022,1.411400009
Homemade Spaghetti Bolognese,2011-05-01,1.508850323,1.423149975
Homemade Spaghetti Bolognese,2011-06-01,1.530533062,1.451500038
Homemade Spaghetti Bolognese,2011-07-01,1.547534496,1.456674995
Homemade Spaghetti Bolognese,2011-08-01,1.545163833,1.480075018
Homemade Spaghetti Bolognese,2011-09-01,1.596478691,1.505325016
Homemade Spaghetti Bolognese,2011-10-01,1.591933735,1.514574988
Homemade Spaghetti Bolognese,2011-11-01,1.599776506,1.505199963
Homemade Spaghetti Bolognese,2011-12-01,1.638814852,1.554199968
Homemade Spaghetti Bolognese,2012-01-01,1.609845208,1.535649987
Homemade Spaghetti Bolognese,2012-02-01,1.669978788,1.595099952
Homemade Spaghetti Bolognese,2012-03-01,1.640219672,1.585149962
Homemade Spaghetti Bolognese,2012-04-01,1.670570444,1.59507497
Homemade Spaghetti Bolognese,2012-05-01,1.680904072,1.629699986
Homemade Spaghetti Bolognese,2012-06-01,1.688842185,1.617200023
Homemade Spaghetti Bolognese,2012-07-01,1.705962356,1.618650025
Homemade Spaghetti Bolognese,2012-08-01,1.675812313,1.632399941
Homemade Spaghetti Bolognese,2012-09-01,1.744882582,1.647200001
Homemade Spaghetti Bolognese,2012-10-01,1.703548377,1.6470125
Homemade Spaghetti Bolognese,2012-11-01,1.736199545,1.662749982
Homemade Spaghetti Bolognese,2012-12-01,1.741684884,1.647650009
Homemade Spaghetti Bolognese,2013-01-01,1.675783999,1.644650018
Homemade Spaghetti Bolognese,2013-02-01,1.734156122,1.702649986
Homemade Spaghetti Bolognese,2013-03-01,1.735167217,1.678250035
Homemade Spaghetti Bolognese,2013-04-01,1.698058454,1.628949946
Homemade Spaghetti Bolognese,2013-05-01,1.712023597,1.647850012
Homemade Spaghetti Bolognese,2013-06-01,1.70400968,1.631349957
Homemade Spaghetti Bolognese,2013-07-01,1.739447959,1.65097495
Homemade Spaghetti Bolognese,2013-08-01,1.749860933,1.638750022
Homemade Spaghetti Bolognese,2013-09-01,1.758554446,1.644600002
Homemade Spaghetti Bolognese,2013-10-01,1.742019743,1.654500028
Homemade Spaghetti Bolognese,2013-11-01,1.775841059,1.657500012
Homemade Spaghetti Bolognese,2013-12-01,1.736857412,1.653750008
Homemade Spaghetti Bolognese,2014-01-01,1.756981481,1.635125007
Homemade Spaghetti Bolognese,2014-02-01,1.768881079,1.649325008
Homemade Spaghetti Bolognese,2014-03-01,1.747533847,1.663300011
Homemade Spaghetti Bolognese,2014-04-01,1.786033342,1.666800009
Homemade Spaghetti Bolognese,2014-05-01,1.744270874,1.631000007
Homemade Spaghetti Bolognese,2014-06-01,1.716029614,1.63435005
Homemade Spaghetti Bolognese,2014-07-01,1.722872749,1.632312525
Homemade Spaghetti Bolognese,2014-08-01,1.707661007,1.649362523
Homemade Spaghetti Bolognese,2014-09-01,1.725812498,1.644000012
Homemade Spaghetti Bolognese,2014-10-01,1.690737907,1.650499929
Homemade Spaghetti Bolognese,2014-11-01,1.729352484,1.667300005
Homemade Spaghetti Bolognese,2014-12-01,1.712739455,1.642299999
Homemade Spaghetti Bolognese,2015-01-01,1.679083046,1.598600004
Homemade Spaghetti Bolognese,2015-02-01,1.681212004,1.6144999
Homemade Spaghetti Bolognese,2015-03-01,1.699644303,1.601500023
Homemade Spaghetti Bolognese,2015-04-01,1.6846679,1.601200018
Homemade Spaghetti Bolognese,2015-05-01,1.696027391,1.592200015
Homemade Spaghetti Bolognese,2015-06-01,1.648806255,1.57930002
Homemade Spaghetti Bolognese,2015-07-01,1.644925812,1.526225006
Homemade Spaghetti Bolognese,2015-08-01,1.666811474,1.524975007
Homemade Spaghetti Bolognese,2015-09-01,1.64770139,1.549974998
Homemade Spaghetti Bolognese,2015-10-01,1.633545499,1.549974998
Homemade Spaghetti Bolognese,2015-11-01,1.660409406,1.546600003
Homemade Spaghetti Bolognese,2015-12-01,1.662762294,1.550349999
Homemade Spaghetti Bolognese,2016-01-01,1.589168021,1.522975007
Homemade Spaghetti Bolognese,2016-02-01,1.617530458,1.520400021
Homemade Spaghetti Bolognese,2016-03-01,1.565696463,1.479674974
Homemade Spaghetti Bolognese,2016-04-01,1.563242501,1.47487496
Homemade Spaghetti Bolognese,2016-05-01,1.576897681,1.425499994
Homemade Spaghetti Bolognese,2016-06-01,1.535799887,1.419275021
Homemade Spaghetti Bolognese,2016-07-01,1.532975696,1.421250019
Homemade Spaghetti Bolognese,2016-08-01,1.547670644,1.439125014
Homemade Spaghetti Bolognese,2016-09-01,1.551586391,1.399950021
Homemade Spaghetti Bolognese,2016-10-01,1.519232677,1.415625002
Homemade Spaghetti Bolognese,2016-11-01,1.522042042,1.42625002
Homemade Spaghetti Bolognese,2016-12-01,1.529363647,1.391000062
Homemade Spaghetti Bolognese,2017-01-01,1.534848412,1.40962502
Homemade Spaghetti Bolognese,2017-02-01,1.543257851,1.454624947
Homemade Spaghetti Bolognese,2017-03-01,1.534843959,1.444324952
Homemade Spaghetti Bolognese,2017-04-01,1.517753104,1.454274949
Homemade Spaghetti Bolognese,2017-05-01,1.526640283,1.455874946
Homemade Spaghetti Bolognese,2017-06-01,1.519493364,1.470574941
Homemade Spaghetti Bolognese,2017-07-01,1.5416735,1.474724995
Homemade Spaghetti Bolognese,2017-08-01,1.542585373,1.469624948
Homemade Spaghetti Bolognese,2017-09-01,1.536746327,1.469324943
Homemade Spaghetti Bolognese,2017-10-01,1.552401746,1.435324963
Homemade Spaghetti Bolognese,2017-11-01,1.541915869,1.435324963
Homemade Spaghetti Bolognese,2017-12-01,1.553610334,1.436274987
Homemade Spaghetti Bolognese,2018-01-01,1.531937866,1.435924958
Homemade Spaghetti Bolognese,2018-02-01,1.512379827,1.368474981
Homemade Spaghetti Bolognese,2018-03-01,1.486486927,1.417174956
Homemade Spaghetti Bolognese,2018-04-01,1.488994766,1.343125012
Homemade Spaghetti Bolognese,2018-05-01,1.515401954,1.352274945
Homemade Spaghetti Bolognese,2018-06-01,1.512541903,1.351974955
Homemade Spaghetti Bolognese,2018-07-01,1.503444172,1.349474942
Homemade Spaghetti Bolognese,2018-08-01,1.491330607,1.341374999
Homemade Spaghetti Bolognese,2018-09-01,1.486520799,1.341874998
Homemade Spaghetti Bolognese,2018-10-01,1.490673324,1.34612496
Homemade Spaghetti Bolognese,2018-11-01,1.46796816,1.313124968
Homemade Spaghetti Bolognese,2018-12-01,1.495581826,1.316874968
Homemade Spaghetti Bolognese,2019-01-01,1.474123744,1.344875025
Homemade Spaghetti Bolognese,2019-02-01,1.51338605,1.370374994
Homemade Spaghetti Bolognese,2019-03-01,1.49400169,1.334875004
Homemade Spaghetti Bolognese,2019-04-01,1.491852846,1.324474992
Homemade Spaghetti Bolognese,2019-05-01,1.495548084,1.315325039
Homemade Spaghetti Bolognese,2019-06-01,1.490480755,1.344549978
Homemade Spaghetti Bolognese,2019-07-01,1.50840595,1.338999996
Homemade Spaghetti Bolognese,2019-08-01,1.514418662,1.335249992
Homemade Spaghetti Bolognese,2019-09-01,1.459999461,1.306374969
Homemade Spaghetti Bolognese,2019-10-01,1.474899156,1.31725
Homemade Spaghetti Bolognese,2019-11-01,1.485221609,1.314875023
Homemade Spaghetti Bolognese,2019-12-01,1.469645603,1.335874991
Homemade Spaghetti Bolognese,2020-01-01,1.449508306,1.320624992
Homemade Spaghetti Bolognese,2020-02-01,1.470883422,1.295250002
Homemade Spaghetti Bolognese,2020-03-01,1.552776869,1.405624971
Homemade Spaghetti Bolognese,2020-04-01,1.472284418,1.231250018
Homemade Spaghetti Bolognese,2020-05-01,1.518528689,1.253024993
Homemade Spaghetti Bolognese,2020-06-01,1.573664777,1.360874996
Homemade Spaghetti Bolognese,2020-07-01,1.570780037,1.339624986
Homemade Spaghetti Bolognese,2020-08-01,1.520637792,1.340624973
Homemade Spaghetti Bolognese,2020-09-01,1.483245097,1.297624975
Homemade Spaghetti Bolognese,2020-10-01,1.458091706,1.290724963
Homemade Spaghetti Bolognese,2020-11-01,1.510719283,1.323374984
Homemade Spaghetti Bolognese,2020-12-01,1.473885475,1.323374984
Homemade Spaghetti Bolognese,2021-01-01,1.440652821,1.230374989
Homemade Spaghetti Bolognese,2021-02-01,1.420238709,1.193374999
Homemade Spaghetti Bolognese,2021-03-01,1.48968089,1.236124982
Homemade Spaghetti Bolognese,2021-04-01,1.485489985,1.22587496
Homemade Spaghetti Bolognese,2021-05-01,1.542692367,1.375824991
Homemade Spaghetti Bolognese,2021-06-01,1.527746672,1.355374995
Homemade Spaghetti Bolognese,2021-07-01,1.496300912,1.298124966
Homemade Spaghetti Bolognese,2021-08-01,1.517309783,1.32744996
Homemade Spaghetti Bolognese,2021-09-01,1.516720945,1.343374995
Homemade Roast Beef Dinner,2000-02-01,2.802660227,2.861375045
Homemade Roast Beef Dinner,2000-03-01,2.795515239,2.832291588
Homemade Roast Beef Dinner,2000-04-01,2.772842228,2.822791591
Homemade Roast Beef Dinner,2000-05-01,2.759454049,2.807374928
Homemade Roast Beef Dinner,2000-06-01,2.856882907,2.907374956
Homemade Roast Beef Dinner,2000-07-01,2.841738828,2.909374945
Homemade Roast Beef Dinner,2000-08-01,2.872403018,2.908624947
Homemade Roast Beef Dinner,2000-09-01,2.880722776,2.927166671
Homemade Roast Beef Dinner,2000-10-01,2.889281023,2.86308337
Homemade Roast Beef Dinner,2000-11-01,2.939247105,2.909250043
Homemade Roast Beef Dinner,2000-12-01,2.911046728,2.917375043
Homemade Roast Beef Dinner,2001-01-01,3.00349056,2.985375062
Homemade Roast Beef Dinner,2001-02-01,2.998876788,2.95508337
Homemade Roast Beef Dinner,2001-03-01,3.093327701,3.003749967
Homemade Roast Beef Dinner,2001-04-01,2.953624591,2.999375045
Homemade Roast Beef Dinner,2001-05-01,3.079557426,3.065125033
Homemade Roast Beef Dinner,2001-06-01,3.191624373,3.143375069
Homemade Roast Beef Dinner,2001-07-01,3.016696602,3.045000039
Homemade Roast Beef Dinner,2001-08-01,3.021968827,3.029000051
Homemade Roast Beef Dinner,2001-09-01,2.90944875,2.96062506
Homemade Roast Beef Dinner,2001-10-01,2.942712724,2.967458375
Homemade Roast Beef Dinner,2001-11-01,2.939109571,2.918958403
Homemade Roast Beef Dinner,2001-12-01,2.980123565,2.940458376
Homemade Roast Beef Dinner,2002-01-01,3.168639973,3.106541701
Homemade Roast Beef Dinner,2002-02-01,3.01559256,3.007666737
Homemade Roast Beef Dinner,2002-03-01,3.01863873,3.000750057
Homemade Roast Beef Dinner,2002-04-01,3.021258399,3.004375055
Homemade Roast Beef Dinner,2002-05-01,3.024704367,2.991625048
Homemade Roast Beef Dinner,2002-06-01,3.059851013,2.994624987
Homemade Roast Beef Dinner,2002-07-01,3.022978768,3.004750066
Homemade Roast Beef Dinner,2002-08-01,2.98839581,2.989625029
Homemade Roast Beef Dinner,2002-09-01,3.002197258,2.960875034
Homemade Roast Beef Dinner,2002-10-01,2.970340222,2.971750058
Homemade Roast Beef Dinner,2002-11-01,3.019870438,2.972500026
Homemade Roast Beef Dinner,2002-12-01,3.002061278,2.971125044
Homemade Roast Beef Dinner,2003-01-01,3.077251643,2.988750026
Homemade Roast Beef Dinner,2003-02-01,3.070193909,3.028750032
Homemade Roast Beef Dinner,2003-03-01,3.069110349,3.038749993
Homemade Roast Beef Dinner,2003-04-01,3.071115807,2.991374999
Homemade Roast Beef Dinner,2003-05-01,3.094019048,3.051874936
Homemade Roast Beef Dinner,2003-06-01,3.077889144,3.024124995
Homemade Roast Beef Dinner,2003-07-01,3.142251343,3.124208309
Homemade Roast Beef Dinner,2003-08-01,3.065107398,3.015125036
Homemade Roast Beef Dinner,2003-09-01,3.138874188,3.063687496
Homemade Roast Beef Dinner,2003-10-01,3.152398176,3.119958326
Homemade Roast Beef Dinner,2003-11-01,3.114618592,3.053374901
Homemade Roast Beef Dinner,2003-12-01,3.141316801,3.072291695
Homemade Roast Beef Dinner,2004-01-01,3.21965985,3.16749993
Homemade Roast Beef Dinner,2004-02-01,3.154420078,3.090312414
Homemade Roast Beef Dinner,2004-03-01,3.151236132,3.049499981
Homemade Roast Beef Dinner,2004-04-01,3.099378541,2.981499963
Homemade Roast Beef Dinner,2004-05-01,3.174482875,3.098249897
Homemade Roast Beef Dinner,2004-06-01,3.159877628,3.057749979
Homemade Roast Beef Dinner,2004-07-01,3.196176916,3.087749921
Homemade Roast Beef Dinner,2004-08-01,3.132279478,3.039916605
Homemade Roast Beef Dinner,2004-09-01,3.154826008,3.06270837
Homemade Roast Beef Dinner,2004-10-01,3.170495048,3.08258336
Homemade Roast Beef Dinner,2004-11-01,3.187444732,3.084333278
Homemade Roast Beef Dinner,2004-12-01,3.212306656,3.106458217
Homemade Roast Beef Dinner,2005-01-01,3.20159059,3.13183327
Homemade Roast Beef Dinner,2005-02-01,3.240380287,3.138833255
Homemade Roast Beef Dinner,2005-03-01,3.290206507,3.202916622
Homemade Roast Beef Dinner,2005-04-01,3.193653449,3.098541625
Homemade Roast Beef Dinner,2005-05-01,3.087016746,3.088583253
Homemade Roast Beef Dinner,2005-06-01,3.261964642,3.152083255
Homemade Roast Beef Dinner,2005-07-01,3.206356078,3.11514578
Homemade Roast Beef Dinner,2005-08-01,3.214210406,3.130708307
Homemade Roast Beef Dinner,2005-09-01,3.15995764,3.097708322
Homemade Roast Beef Dinner,2005-10-01,3.166515455,3.090999939
Homemade Roast Beef Dinner,2005-11-01,3.235133789,3.142333224
Homemade Roast Beef Dinner,2005-12-01,3.329160586,3.190583259
Homemade Roast Beef Dinner,2006-01-01,3.357165672,3.211208344
Homemade Roast Beef Dinner,2006-02-01,3.365085579,3.214333348
Homemade Roast Beef Dinner,2006-03-01,3.31140013,3.219333313
Homemade Roast Beef Dinner,2006-04-01,3.237811469,3.128333397
Homemade Roast Beef Dinner,2006-05-01,3.315029919,3.226833329
Homemade Roast Beef Dinner,2006-06-01,3.391499773,3.310416631
Homemade Roast Beef Dinner,2006-07-01,3.317740835,3.244416595
Homemade Roast Beef Dinner,2006-08-01,3.302871302,3.219583295
Homemade Roast Beef Dinner,2006-09-01,3.330117449,3.255666673
Homemade Roast Beef Dinner,2006-10-01,3.393781781,3.287833251
Homemade Roast Beef Dinner,2006-11-01,3.463307925,3.398041651
Homemade Roast Beef Dinner,2006-12-01,3.392493464,3.346979201
Homemade Roast Beef Dinner,2007-01-01,3.472116277,3.434666671
Homemade Roast Beef Dinner,2007-02-01,3.462329157,3.389624983
Homemade Roast Beef Dinner,2007-03-01,3.423542403,3.361708283
Homemade Roast Beef Dinner,2007-04-01,3.408520781,3.30445832
Homemade Roast Beef Dinner,2007-05-01,3.442244709,3.407124937
Homemade Roast Beef Dinner,2007-06-01,3.471604921,3.391541608
Homemade Roast Beef Dinner,2007-07-01,3.491388008,3.386791639
Homemade Roast Beef Dinner,2007-08-01,3.535732195,3.436749972
Homemade Roast Beef Dinner,2007-09-01,3.511566713,3.429958344
Homemade Roast Beef Dinner,2007-10-01,3.516015545,3.40464583
Homemade Roast Beef Dinner,2007-11-01,3.537648998,3.509958409
Homemade Roast Beef Dinner,2007-12-01,3.587259591,3.521208361
Homemade Roast Beef Dinner,2008-01-01,3.622045934,3.60277088
Homemade Roast Beef Dinner,2008-02-01,3.647384495,3.610458337
Homemade Roast Beef Dinner,2008-03-01,3.6311116,3.547999971
Homemade Roast Beef Dinner,2008-04-01,3.806654729,3.66649998
Homemade Roast Beef Dinner,2008-05-01,3.85535676,3.706291586
Homemade Roast Beef Dinner,2008-06-01,4.002317362,3.884624876
Homemade Roast Beef Dinner,2008-07-01,3.987542361,3.856229059
Homemade Roast Beef Dinner,2008-08-01,4.011836268,3.859583206
Homemade Roast Beef Dinner,2008-09-01,4.052077837,3.895249896
