date,value
2019-01-01,-0.62
2019-02-01,-0.25
2019-03-01,-0.28
2019-04-01,0.72
2019-05-01,0.14
2019-06-01,0.43
2019-07-01,1.12
2019-08-01,0.32
2019-09-01,0.07
2019-10-01,-0.26
2019-11-01,-0.35
2019-12-01,-0.13
2020-01-01,0.06
2020-02-01,-0.57
2020-03-01,0.90
2020-04-01,-1.02
2020-05-01,0.52
2020-06-01,1.38
2020-07-01,0.85
2020-08-01,0.98
2020-09-01,1.06
2020-10-01,0.84
2020-11-01,1.02
2020-12-01,0.78
2021-01-01,0.69
2021-02-01,-0.04
2021-03-01,1.57
2021-04-01,-1.30
2021-05-01,0.43
2021-06-01,5.73
2021-07-01,-4.79
2021-08-01,3.01
2021-09-01,3.40
2021-10-01,-1.66
2021-11-01,1.63
2021-12-01,0.38
2022-01-01,0.94
2022-02-01,0.39
2022-03-01,0.71
2022-04-01,1.28
2022-05-01,1.21
2022-06-01,1.31
2022-07-01,1.98
