date,value
2000-03-31,8.96
2000-06-30,9.95
2000-09-30,9.33
2000-12-31,8.53
2001-03-31,9.10
2001-06-30,8.67
2001-09-30,9.67
2001-12-31,10.96
2002-03-31,11.76
2002-06-30,12.69
2002-09-30,14.08
2002-12-31,14.07
2003-03-31,13.89
2003-06-30,13.97
2003-09-30,13.52
2003-12-31,14.90
2004-03-31,14.85
2004-06-30,14.55
2004-09-30,13.80
2004-12-31,12.06
2005-03-31,10.94
2005-06-30,10.21
2005-09-30,9.36
2005-12-31,8.71
2006-03-31,9.20
2006-06-30,9.88
2006-09-30,11.22
2006-12-31,12.39
2007-03-31,12.31
2007-06-30,11.43
2007-09-30,10.00
2007-12-31,8.07
2008-03-31,7.06
2008-06-30,5.74
2008-09-30,3.90
2008-12-31,2.55
2009-03-31,1.04
2009-06-30,-0.21
2009-09-30,-0.65
2009-12-31,-0.19
2010-03-31,0.00
2010-06-30,0.00
2010-09-30,0.28
2010-12-31,0.29
2011-03-31,0.69
2011-06-30,1.29
2011-09-30,1.30
2011-12-31,1.35
2012-03-31,1.15
2012-06-30,1.18
2012-09-30,1.37
2012-12-31,1.39
2013-03-31,2.27
2013-06-30,1.97
2013-09-30,2.18
2013-12-31,2.10
2014-03-31,1.39
2014-06-30,1.85
2014-09-30,1.86
2014-12-31,2.26
2015-03-31,2.77
2015-06-30,2.57
2015-09-30,2.62
2015-12-31,2.61
2016-03-31,2.57
2016-06-30,3.27
2016-09-30,3.54
2016-12-31,3.79
2017-03-31,4.23
2017-06-30,3.59
2017-09-30,3.68
2017-12-31,3.45
2018-03-31,2.72
2018-06-30,3.21
2018-09-30,3.17
2018-12-31,2.98
2019-03-31,2.91
2019-06-30,2.63
2019-09-30,2.74
2019-12-31,2.81
2020-03-31,3.36
2020-06-30,2.95
2020-09-30,2.61
2020-12-31,3.28
2021-03-31,3.13
2021-06-30,4.23
2021-09-30,4.17
2021-12-31,3.22
