areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage
E92000001,England,nation,2021-10-16,12_15,2853951.0,8646.0,0.0,427033.0,1.0,8646.0,0.0,15.0,0.3,0.3
E92000001,England,nation,2021-10-16,16_17,1362878.0,243004.0,0.0,780074.0,0.0,243004.0,0.0,57.2,17.8,17.8
E92000001,England,nation,2021-10-16,18_24,5347222.0,2979698.0,0.0,3553467.0,0.0,2979698.0,0.0,66.5,55.7,55.7
E92000001,England,nation,2021-10-16,25_29,4508951.0,2549063.0,0.0,2916437.0,0.0,2549063.0,0.0,64.7,56.5,56.5
E92000001,England,nation,2021-10-16,30_34,4795390.0,2890161.0,0.0,3214597.0,0.0,2890161.0,0.0,67.0,60.3,60.3
E92000001,England,nation,2021-10-16,35_39,4540923.0,2992329.0,0.0,3239339.0,0.0,2992329.0,0.0,71.3,65.9,65.9
E92000001,England,nation,2021-10-16,40_44,4146831.0,3001007.0,0.0,3181257.0,0.0,3001007.0,0.0,76.7,72.4,72.4
E92000001,England,nation,2021-10-16,45_49,4015713.0,3162203.0,0.0,3300604.0,0.0,3162203.0,0.0,82.2,78.7,78.7
E92000001,England,nation,2021-10-16,50_54,4235812.0,3556198.0,0.0,3668149.0,0.0,3556198.0,0.0,86.6,84.0,84.0
E92000001,England,nation,2021-10-16,55_59,4082028.0,3528771.0,0.0,3630307.0,0.0,3528771.0,0.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-16,60_64,3451652.0,3054813.0,0.0,3129530.0,0.0,3054813.0,0.0,90.7,88.5,88.5
E92000001,England,nation,2021-10-16,65_69,2886997.0,2632444.0,0.0,2670448.0,0.0,2632444.0,0.0,92.5,91.2,91.2
E92000001,England,nation,2021-10-16,70_74,2861653.0,2679236.0,0.0,2707189.0,0.0,2679236.0,0.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-16,75_79,2062779.0,1953075.0,0.0,1971681.0,0.0,1953075.0,0.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-16,80_84,1417462.0,1341099.0,0.0,1356366.0,0.0,1341099.0,0.0,95.7,94.6,94.6
E92000001,England,nation,2021-10-16,85_89,846853.0,799361.0,0.0,810327.0,0.0,799361.0,0.0,95.7,94.4,94.4
E92000001,England,nation,2021-10-16,90+,461842.0,426911.0,0.0,434344.0,0.0,426911.0,0.0,94.0,92.4,92.4
E92000001,England,nation,2021-10-15,12_15,2853951.0,8646.0,217.0,427032.0,17719.0,8646.0,217.0,15.0,0.3,0.3
E92000001,England,nation,2021-10-15,16_17,1362878.0,243004.0,3308.0,780074.0,2084.0,243004.0,3308.0,57.2,17.8,17.8
E92000001,England,nation,2021-10-15,18_24,5347222.0,2979698.0,5918.0,3553467.0,2337.0,2979698.0,5918.0,66.5,55.7,55.7
E92000001,England,nation,2021-10-15,25_29,4508951.0,2549063.0,4053.0,2916437.0,1716.0,2549063.0,4053.0,64.7,56.5,56.5
E92000001,England,nation,2021-10-15,30_34,4795390.0,2890161.0,3280.0,3214597.0,1532.0,2890161.0,3280.0,67.0,60.3,60.3
E92000001,England,nation,2021-10-15,35_39,4540923.0,2992329.0,2330.0,3239339.0,1057.0,2992329.0,2330.0,71.3,65.9,65.9
E92000001,England,nation,2021-10-15,40_44,4146831.0,3001007.0,1324.0,3181257.0,598.0,3001007.0,1324.0,76.7,72.4,72.4
E92000001,England,nation,2021-10-15,45_49,4015713.0,3162203.0,946.0,3300604.0,416.0,3162203.0,946.0,82.2,78.7,78.7
E92000001,England,nation,2021-10-15,50_54,4235812.0,3556198.0,571.0,3668149.0,299.0,3556198.0,571.0,86.6,84.0,84.0
E92000001,England,nation,2021-10-15,55_59,4082028.0,3528771.0,438.0,3630307.0,221.0,3528771.0,438.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-15,60_64,3451652.0,3054813.0,311.0,3129530.0,130.0,3054813.0,311.0,90.7,88.5,88.5
E92000001,England,nation,2021-10-15,65_69,2886997.0,2632444.0,159.0,2670448.0,78.0,2632444.0,159.0,92.5,91.2,91.2
E92000001,England,nation,2021-10-15,70_74,2861653.0,2679236.0,157.0,2707189.0,71.0,2679236.0,157.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-15,75_79,2062779.0,1953075.0,139.0,1971681.0,44.0,1953075.0,139.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-15,80_84,1417462.0,1341099.0,182.0,1356366.0,39.0,1341099.0,182.0,95.7,94.6,94.6
E92000001,England,nation,2021-10-15,85_89,846853.0,799361.0,112.0,810327.0,19.0,799361.0,112.0,95.7,94.4,94.4
E92000001,England,nation,2021-10-15,90+,461842.0,426911.0,69.0,434344.0,4.0,426911.0,69.0,94.0,92.4,92.4
E92000001,England,nation,2021-10-14,12_15,2853951.0,8429.0,201.0,409313.0,20547.0,8429.0,201.0,14.3,0.3,0.3
E92000001,England,nation,2021-10-14,16_17,1362878.0,239696.0,3087.0,777990.0,1945.0,239696.0,3087.0,57.1,17.6,17.6
E92000001,England,nation,2021-10-14,18_24,5347222.0,2973780.0,5407.0,3551130.0,2475.0,2973780.0,5407.0,66.4,55.6,55.6
E92000001,England,nation,2021-10-14,25_29,4508951.0,2545010.0,3637.0,2914721.0,1709.0,2545010.0,3637.0,64.6,56.4,56.4
E92000001,England,nation,2021-10-14,30_34,4795390.0,2886881.0,2900.0,3213065.0,1573.0,2886881.0,2900.0,67.0,60.2,60.2
E92000001,England,nation,2021-10-14,35_39,4540923.0,2989999.0,2075.0,3238282.0,1044.0,2989999.0,2075.0,71.3,65.8,65.8
E92000001,England,nation,2021-10-14,40_44,4146831.0,2999683.0,1187.0,3180659.0,568.0,2999683.0,1187.0,76.7,72.3,72.3
E92000001,England,nation,2021-10-14,45_49,4015713.0,3161257.0,837.0,3300188.0,375.0,3161257.0,837.0,82.2,78.7,78.7
E92000001,England,nation,2021-10-14,50_54,4235812.0,3555627.0,555.0,3667850.0,274.0,3555627.0,555.0,86.6,83.9,83.9
E92000001,England,nation,2021-10-14,55_59,4082028.0,3528333.0,407.0,3630086.0,183.0,3528333.0,407.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-14,60_64,3451652.0,3054502.0,295.0,3129400.0,158.0,3054502.0,295.0,90.7,88.5,88.5
E92000001,England,nation,2021-10-14,65_69,2886997.0,2632285.0,192.0,2670370.0,99.0,2632285.0,192.0,92.5,91.2,91.2
E92000001,England,nation,2021-10-14,70_74,2861653.0,2679079.0,151.0,2707118.0,63.0,2679079.0,151.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-14,75_79,2062779.0,1952936.0,124.0,1971637.0,49.0,1952936.0,124.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-14,80_84,1417462.0,1340917.0,218.0,1356327.0,48.0,1340917.0,218.0,95.7,94.6,94.6
E92000001,England,nation,2021-10-14,85_89,846853.0,799249.0,166.0,810308.0,32.0,799249.0,166.0,95.7,94.4,94.4
E92000001,England,nation,2021-10-14,90+,461842.0,426842.0,90.0,434340.0,22.0,426842.0,90.0,94.0,92.4,92.4
E92000001,England,nation,2021-10-13,12_15,2853951.0,8228.0,218.0,388766.0,19761.0,8228.0,218.0,13.6,0.3,0.3
E92000001,England,nation,2021-10-13,16_17,1362878.0,236609.0,2846.0,776045.0,1979.0,236609.0,2846.0,56.9,17.4,17.4
E92000001,England,nation,2021-10-13,18_24,5347222.0,2968373.0,5927.0,3548655.0,2572.0,2968373.0,5927.0,66.4,55.5,55.5
E92000001,England,nation,2021-10-13,25_29,4508951.0,2541373.0,3879.0,2913012.0,1766.0,2541373.0,3879.0,64.6,56.4,56.4
E92000001,England,nation,2021-10-13,30_34,4795390.0,2883981.0,2967.0,3211492.0,1481.0,2883981.0,2967.0,67.0,60.1,60.1
E92000001,England,nation,2021-10-13,35_39,4540923.0,2987924.0,1979.0,3237238.0,1016.0,2987924.0,1979.0,71.3,65.8,65.8
E92000001,England,nation,2021-10-13,40_44,4146831.0,2998496.0,1233.0,3180091.0,615.0,2998496.0,1233.0,76.7,72.3,72.3
E92000001,England,nation,2021-10-13,45_49,4015713.0,3160420.0,836.0,3299813.0,404.0,3160420.0,836.0,82.2,78.7,78.7
E92000001,England,nation,2021-10-13,50_54,4235812.0,3555072.0,573.0,3667576.0,284.0,3555072.0,573.0,86.6,83.9,83.9
E92000001,England,nation,2021-10-13,55_59,4082028.0,3527926.0,411.0,3629903.0,193.0,3527926.0,411.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-13,60_64,3451652.0,3054207.0,265.0,3129242.0,134.0,3054207.0,265.0,90.7,88.5,88.5
E92000001,England,nation,2021-10-13,65_69,2886997.0,2632093.0,162.0,2670271.0,86.0,2632093.0,162.0,92.5,91.2,91.2
E92000001,England,nation,2021-10-13,70_74,2861653.0,2678928.0,111.0,2707055.0,60.0,2678928.0,111.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-13,75_79,2062779.0,1952812.0,121.0,1971588.0,53.0,1952812.0,121.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-13,80_84,1417462.0,1340699.0,169.0,1356279.0,46.0,1340699.0,169.0,95.7,94.6,94.6
E92000001,England,nation,2021-10-13,85_89,846853.0,799083.0,125.0,810276.0,15.0,799083.0,125.0,95.7,94.4,94.4
E92000001,England,nation,2021-10-13,90+,461842.0,426752.0,86.0,434318.0,18.0,426752.0,86.0,94.0,92.4,92.4
E92000001,England,nation,2021-10-12,12_15,2853951.0,8010.0,123.0,369005.0,13311.0,8010.0,123.0,12.9,0.3,0.3
E92000001,England,nation,2021-10-12,16_17,1362878.0,233763.0,2517.0,774066.0,1749.0,233763.0,2517.0,56.8,17.2,17.2
E92000001,England,nation,2021-10-12,18_24,5347222.0,2962446.0,5477.0,3546083.0,2170.0,2962446.0,5477.0,66.3,55.4,55.4
E92000001,England,nation,2021-10-12,25_29,4508951.0,2537494.0,3501.0,2911246.0,1662.0,2537494.0,3501.0,64.6,56.3,56.3
E92000001,England,nation,2021-10-12,30_34,4795390.0,2881014.0,2854.0,3210011.0,1425.0,2881014.0,2854.0,66.9,60.1,60.1
E92000001,England,nation,2021-10-12,35_39,4540923.0,2985945.0,1935.0,3236222.0,945.0,2985945.0,1935.0,71.3,65.8,65.8
E92000001,England,nation,2021-10-12,40_44,4146831.0,2997263.0,1117.0,3179476.0,578.0,2997263.0,1117.0,76.7,72.3,72.3
E92000001,England,nation,2021-10-12,45_49,4015713.0,3159584.0,790.0,3299409.0,402.0,3159584.0,790.0,82.2,78.7,78.7
E92000001,England,nation,2021-10-12,50_54,4235812.0,3554499.0,466.0,3667292.0,253.0,3554499.0,466.0,86.6,83.9,83.9
E92000001,England,nation,2021-10-12,55_59,4082028.0,3527515.0,372.0,3629710.0,203.0,3527515.0,372.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-12,60_64,3451652.0,3053942.0,258.0,3129108.0,113.0,3053942.0,258.0,90.7,88.5,88.5
E92000001,England,nation,2021-10-12,65_69,2886997.0,2631931.0,162.0,2670185.0,76.0,2631931.0,162.0,92.5,91.2,91.2
E92000001,England,nation,2021-10-12,70_74,2861653.0,2678817.0,107.0,2706995.0,65.0,2678817.0,107.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-12,75_79,2062779.0,1952691.0,97.0,1971535.0,39.0,1952691.0,97.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-12,80_84,1417462.0,1340530.0,194.0,1356233.0,29.0,1340530.0,194.0,95.7,94.6,94.6
E92000001,England,nation,2021-10-12,85_89,846853.0,798958.0,156.0,810261.0,21.0,798958.0,156.0,95.7,94.3,94.3
E92000001,England,nation,2021-10-12,90+,461842.0,426666.0,104.0,434300.0,15.0,426666.0,104.0,94.0,92.4,92.4
E92000001,England,nation,2021-10-11,12_15,2853951.0,7887.0,104.0,355694.0,12218.0,7887.0,104.0,12.5,0.3,0.3
E92000001,England,nation,2021-10-11,16_17,1362878.0,231246.0,2213.0,772317.0,1763.0,231246.0,2213.0,56.7,17.0,17.0
E92000001,England,nation,2021-10-11,18_24,5347222.0,2956969.0,5500.0,3543913.0,2009.0,2956969.0,5500.0,66.3,55.3,55.3
E92000001,England,nation,2021-10-11,25_29,4508951.0,2533993.0,3561.0,2909584.0,1499.0,2533993.0,3561.0,64.5,56.2,56.2
E92000001,England,nation,2021-10-11,30_34,4795390.0,2878160.0,2744.0,3208586.0,1258.0,2878160.0,2744.0,66.9,60.0,60.0
E92000001,England,nation,2021-10-11,35_39,4540923.0,2984010.0,1838.0,3235277.0,812.0,2984010.0,1838.0,71.2,65.7,65.7
E92000001,England,nation,2021-10-11,40_44,4146831.0,2996146.0,984.0,3178898.0,500.0,2996146.0,984.0,76.7,72.3,72.3
E92000001,England,nation,2021-10-11,45_49,4015713.0,3158794.0,713.0,3299007.0,343.0,3158794.0,713.0,82.2,78.7,78.7
E92000001,England,nation,2021-10-11,50_54,4235812.0,3554033.0,409.0,3667039.0,246.0,3554033.0,409.0,86.6,83.9,83.9
E92000001,England,nation,2021-10-11,55_59,4082028.0,3527143.0,307.0,3629507.0,162.0,3527143.0,307.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-11,60_64,3451652.0,3053684.0,203.0,3128995.0,104.0,3053684.0,203.0,90.7,88.5,88.5
E92000001,England,nation,2021-10-11,65_69,2886997.0,2631769.0,117.0,2670109.0,64.0,2631769.0,117.0,92.5,91.2,91.2
E92000001,England,nation,2021-10-11,70_74,2861653.0,2678710.0,76.0,2706930.0,57.0,2678710.0,76.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-11,75_79,2062779.0,1952594.0,98.0,1971496.0,25.0,1952594.0,98.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-11,80_84,1417462.0,1340336.0,134.0,1356204.0,31.0,1340336.0,134.0,95.7,94.6,94.6
E92000001,England,nation,2021-10-11,85_89,846853.0,798802.0,96.0,810240.0,11.0,798802.0,96.0,95.7,94.3,94.3
E92000001,England,nation,2021-10-11,90+,461842.0,426562.0,54.0,434285.0,15.0,426562.0,54.0,94.0,92.4,92.4
E92000001,England,nation,2021-10-10,12_15,2853951.0,7783.0,125.0,343476.0,1333.0,7783.0,125.0,12.0,0.3,0.3
E92000001,England,nation,2021-10-10,16_17,1362878.0,229033.0,2787.0,770554.0,1583.0,229033.0,2787.0,56.5,16.8,16.8
E92000001,England,nation,2021-10-10,18_24,5347222.0,2951469.0,4084.0,3541904.0,1438.0,2951469.0,4084.0,66.2,55.2,55.2
E92000001,England,nation,2021-10-10,25_29,4508951.0,2530432.0,2637.0,2908085.0,1003.0,2530432.0,2637.0,64.5,56.1,56.1
E92000001,England,nation,2021-10-10,30_34,4795390.0,2875416.0,2008.0,3207328.0,780.0,2875416.0,2008.0,66.9,60.0,60.0
E92000001,England,nation,2021-10-10,35_39,4540923.0,2982172.0,1334.0,3234465.0,563.0,2982172.0,1334.0,71.2,65.7,65.7
E92000001,England,nation,2021-10-10,40_44,4146831.0,2995162.0,777.0,3178398.0,385.0,2995162.0,777.0,76.6,72.2,72.2
E92000001,England,nation,2021-10-10,45_49,4015713.0,3158081.0,557.0,3298664.0,217.0,3158081.0,557.0,82.1,78.6,78.6
E92000001,England,nation,2021-10-10,50_54,4235812.0,3553624.0,337.0,3666793.0,162.0,3553624.0,337.0,86.6,83.9,83.9
E92000001,England,nation,2021-10-10,55_59,4082028.0,3526836.0,234.0,3629345.0,86.0,3526836.0,234.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-10,60_64,3451652.0,3053481.0,150.0,3128891.0,59.0,3053481.0,150.0,90.6,88.5,88.5
E92000001,England,nation,2021-10-10,65_69,2886997.0,2631652.0,69.0,2670045.0,52.0,2631652.0,69.0,92.5,91.2,91.2
E92000001,England,nation,2021-10-10,70_74,2861653.0,2678634.0,53.0,2706873.0,29.0,2678634.0,53.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-10,75_79,2062779.0,1952496.0,30.0,1971471.0,11.0,1952496.0,30.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-10,80_84,1417462.0,1340202.0,78.0,1356173.0,12.0,1340202.0,78.0,95.7,94.5,94.5
E92000001,England,nation,2021-10-10,85_89,846853.0,798706.0,44.0,810229.0,7.0,798706.0,44.0,95.7,94.3,94.3
E92000001,England,nation,2021-10-10,90+,461842.0,426508.0,25.0,434270.0,1.0,426508.0,25.0,94.0,92.3,92.3
E92000001,England,nation,2021-10-09,12_15,2853951.0,7658.0,420.0,342143.0,3132.0,7658.0,420.0,12.0,0.3,0.3
E92000001,England,nation,2021-10-09,16_17,1362878.0,226246.0,4219.0,768971.0,3080.0,226246.0,4219.0,56.4,16.6,16.6
E92000001,England,nation,2021-10-09,18_24,5347222.0,2947385.0,7928.0,3540466.0,2730.0,2947385.0,7928.0,66.2,55.1,55.1
E92000001,England,nation,2021-10-09,25_29,4508951.0,2527795.0,5051.0,2907082.0,1873.0,2527795.0,5051.0,64.5,56.1,56.1
E92000001,England,nation,2021-10-09,30_34,4795390.0,2873408.0,3925.0,3206548.0,1520.0,2873408.0,3925.0,66.9,59.9,59.9
E92000001,England,nation,2021-10-09,35_39,4540923.0,2980838.0,2720.0,3233902.0,1073.0,2980838.0,2720.0,71.2,65.6,65.6
E92000001,England,nation,2021-10-09,40_44,4146831.0,2994385.0,1635.0,3178013.0,690.0,2994385.0,1635.0,76.6,72.2,72.2
E92000001,England,nation,2021-10-09,45_49,4015713.0,3157524.0,1122.0,3298447.0,459.0,3157524.0,1122.0,82.1,78.6,78.6
E92000001,England,nation,2021-10-09,50_54,4235812.0,3553287.0,716.0,3666631.0,369.0,3553287.0,716.0,86.6,83.9,83.9
E92000001,England,nation,2021-10-09,55_59,4082028.0,3526602.0,573.0,3629259.0,203.0,3526602.0,573.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-09,60_64,3451652.0,3053331.0,338.0,3128832.0,152.0,3053331.0,338.0,90.6,88.5,88.5
E92000001,England,nation,2021-10-09,65_69,2886997.0,2631583.0,174.0,2669993.0,100.0,2631583.0,174.0,92.5,91.2,91.2
E92000001,England,nation,2021-10-09,70_74,2861653.0,2678581.0,154.0,2706844.0,95.0,2678581.0,154.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-09,75_79,2062779.0,1952466.0,176.0,1971460.0,59.0,1952466.0,176.0,95.6,94.7,94.7
E92000001,England,nation,2021-10-09,80_84,1417462.0,1340124.0,413.0,1356161.0,33.0,1340124.0,413.0,95.7,94.5,94.5
E92000001,England,nation,2021-10-09,85_89,846853.0,798662.0,291.0,810222.0,33.0,798662.0,291.0,95.7,94.3,94.3
E92000001,England,nation,2021-10-09,90+,461842.0,426483.0,113.0,434269.0,14.0,426483.0,113.0,94.0,92.3,92.3
E92000001,England,nation,2021-10-08,12_15,2853951.0,7238.0,169.0,339011.0,11863.0,7238.0,169.0,11.9,0.3,0.3
E92000001,England,nation,2021-10-08,16_17,1362878.0,222027.0,2549.0,765891.0,2510.0,222027.0,2549.0,56.2,16.3,16.3
E92000001,England,nation,2021-10-08,18_24,5347222.0,2939457.0,6445.0,3537736.0,2455.0,2939457.0,6445.0,66.2,55.0,55.0
E92000001,England,nation,2021-10-08,25_29,4508951.0,2522744.0,4419.0,2905209.0,1762.0,2522744.0,4419.0,64.4,55.9,55.9
E92000001,England,nation,2021-10-08,30_34,4795390.0,2869483.0,3472.0,3205028.0,1569.0,2869483.0,3472.0,66.8,59.8,59.8
E92000001,England,nation,2021-10-08,35_39,4540923.0,2978118.0,2513.0,3232829.0,1125.0,2978118.0,2513.0,71.2,65.6,65.6
E92000001,England,nation,2021-10-08,40_44,4146831.0,2992750.0,1283.0,3177323.0,650.0,2992750.0,1283.0,76.6,72.2,72.2
E92000001,England,nation,2021-10-08,45_49,4015713.0,3156402.0,944.0,3297988.0,432.0,3156402.0,944.0,82.1,78.6,78.6
E92000001,England,nation,2021-10-08,50_54,4235812.0,3552571.0,592.0,3666262.0,296.0,3552571.0,592.0,86.6,83.9,83.9
E92000001,England,nation,2021-10-08,55_59,4082028.0,3526029.0,473.0,3629056.0,205.0,3526029.0,473.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-08,60_64,3451652.0,3052993.0,292.0,3128680.0,123.0,3052993.0,292.0,90.6,88.5,88.5
E92000001,England,nation,2021-10-08,65_69,2886997.0,2631409.0,181.0,2669893.0,84.0,2631409.0,181.0,92.5,91.1,91.1
E92000001,England,nation,2021-10-08,70_74,2861653.0,2678427.0,123.0,2706749.0,64.0,2678427.0,123.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-08,75_79,2062779.0,1952290.0,142.0,1971401.0,46.0,1952290.0,142.0,95.6,94.6,94.6
E92000001,England,nation,2021-10-08,80_84,1417462.0,1339711.0,276.0,1356128.0,22.0,1339711.0,276.0,95.7,94.5,94.5
E92000001,England,nation,2021-10-08,85_89,846853.0,798371.0,184.0,810189.0,20.0,798371.0,184.0,95.7,94.3,94.3
E92000001,England,nation,2021-10-08,90+,461842.0,426370.0,94.0,434255.0,13.0,426370.0,94.0,94.0,92.3,92.3
E92000001,England,nation,2021-10-07,12_15,2853951.0,7069.0,189.0,327148.0,11448.0,7069.0,189.0,11.5,0.2,0.2
E92000001,England,nation,2021-10-07,16_17,1362878.0,219478.0,2203.0,763381.0,2382.0,219478.0,2203.0,56.0,16.1,16.1
E92000001,England,nation,2021-10-07,18_24,5347222.0,2933012.0,6705.0,3535281.0,2587.0,2933012.0,6705.0,66.1,54.9,54.9
E92000001,England,nation,2021-10-07,25_29,4508951.0,2518325.0,4275.0,2903447.0,1579.0,2518325.0,4275.0,64.4,55.9,55.9
E92000001,England,nation,2021-10-07,30_34,4795390.0,2866011.0,3327.0,3203459.0,1340.0,2866011.0,3327.0,66.8,59.8,59.8
E92000001,England,nation,2021-10-07,35_39,4540923.0,2975605.0,2311.0,3231704.0,951.0,2975605.0,2311.0,71.2,65.5,65.5
E92000001,England,nation,2021-10-07,40_44,4146831.0,2991467.0,1345.0,3176673.0,593.0,2991467.0,1345.0,76.6,72.1,72.1
E92000001,England,nation,2021-10-07,45_49,4015713.0,3155458.0,792.0,3297556.0,408.0,3155458.0,792.0,82.1,78.6,78.6
E92000001,England,nation,2021-10-07,50_54,4235812.0,3551979.0,586.0,3665966.0,277.0,3551979.0,586.0,86.5,83.9,83.9
E92000001,England,nation,2021-10-07,55_59,4082028.0,3525556.0,420.0,3628851.0,205.0,3525556.0,420.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-07,60_64,3451652.0,3052701.0,267.0,3128557.0,130.0,3052701.0,267.0,90.6,88.4,88.4
E92000001,England,nation,2021-10-07,65_69,2886997.0,2631228.0,156.0,2669809.0,78.0,2631228.0,156.0,92.5,91.1,91.1
E92000001,England,nation,2021-10-07,70_74,2861653.0,2678304.0,124.0,2706685.0,57.0,2678304.0,124.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-07,75_79,2062779.0,1952148.0,137.0,1971355.0,44.0,1952148.0,137.0,95.6,94.6,94.6
E92000001,England,nation,2021-10-07,80_84,1417462.0,1339435.0,323.0,1356106.0,45.0,1339435.0,323.0,95.7,94.5,94.5
E92000001,England,nation,2021-10-07,85_89,846853.0,798187.0,226.0,810169.0,13.0,798187.0,226.0,95.7,94.3,94.3
E92000001,England,nation,2021-10-07,90+,461842.0,426276.0,137.0,434242.0,9.0,426276.0,137.0,94.0,92.3,92.3
E92000001,England,nation,2021-10-06,12_15,2853951.0,6880.0,153.0,315700.0,11787.0,6880.0,153.0,11.1,0.2,0.2
E92000001,England,nation,2021-10-06,16_17,1362878.0,217275.0,2022.0,760999.0,2628.0,217275.0,2022.0,55.8,15.9,15.9
E92000001,England,nation,2021-10-06,18_24,5347222.0,2926307.0,7035.0,3532694.0,2574.0,2926307.0,7035.0,66.1,54.7,54.7
E92000001,England,nation,2021-10-06,25_29,4508951.0,2514050.0,4294.0,2901868.0,1647.0,2514050.0,4294.0,64.4,55.8,55.8
E92000001,England,nation,2021-10-06,30_34,4795390.0,2862684.0,3266.0,3202119.0,1432.0,2862684.0,3266.0,66.8,59.7,59.7
E92000001,England,nation,2021-10-06,35_39,4540923.0,2973294.0,2318.0,3230753.0,1019.0,2973294.0,2318.0,71.1,65.5,65.5
E92000001,England,nation,2021-10-06,40_44,4146831.0,2990122.0,1220.0,3176080.0,603.0,2990122.0,1220.0,76.6,72.1,72.1
E92000001,England,nation,2021-10-06,45_49,4015713.0,3154666.0,885.0,3297148.0,399.0,3154666.0,885.0,82.1,78.6,78.6
E92000001,England,nation,2021-10-06,50_54,4235812.0,3551393.0,563.0,3665689.0,284.0,3551393.0,563.0,86.5,83.8,83.8
E92000001,England,nation,2021-10-06,55_59,4082028.0,3525136.0,362.0,3628646.0,189.0,3525136.0,362.0,88.9,86.4,86.4
E92000001,England,nation,2021-10-06,60_64,3451652.0,3052434.0,280.0,3128427.0,127.0,3052434.0,280.0,90.6,88.4,88.4
E92000001,England,nation,2021-10-06,65_69,2886997.0,2631072.0,163.0,2669731.0,77.0,2631072.0,163.0,92.5,91.1,91.1
E92000001,England,nation,2021-10-06,70_74,2861653.0,2678180.0,125.0,2706628.0,92.0,2678180.0,125.0,94.6,93.6,93.6
E92000001,England,nation,2021-10-06,75_79,2062779.0,1952011.0,97.0,1971311.0,66.0,1952011.0,97.0,95.6,94.6,94.6
E92000001,England,nation,2021-10-06,80_84,1417462.0,1339112.0,300.0,1356061.0,37.0,1339112.0,300.0,95.7,94.5,94.5
E92000001,England,nation,2021-10-06,85_89,846853.0,797961.0,196.0,810156.0,19.0,797961.0,196.0,95.7,94.2,94.2
E92000001,England,nation,2021-10-06,90+,461842.0,426139.0,121.0,434233.0,19.0,426139.0,121.0,94.0,92.3,92.3
E92000001,England,nation,2021-10-05,12_15,2853951.0,6727.0,98.0,303913.0,19345.0,6727.0,98.0,10.6,0.2,0.2
E92000001,England,nation,2021-10-05,16_17,1362878.0,215253.0,1757.0,758371.0,2399.0,215253.0,1757.0,55.6,15.8,15.8
E92000001,England,nation,2021-10-05,18_24,5347222.0,2919272.0,6892.0,3530120.0,2426.0,2919272.0,6892.0,66.0,54.6,54.6
E92000001,England,nation,2021-10-05,25_29,4508951.0,2509756.0,4516.0,2900221.0,1793.0,2509756.0,4516.0,64.3,55.7,55.7
E92000001,England,nation,2021-10-05,30_34,4795390.0,2859418.0,3487.0,3200687.0,1473.0,2859418.0,3487.0,66.7,59.6,59.6
E92000001,England,nation,2021-10-05,35_39,4540923.0,2970976.0,2407.0,3229734.0,1055.0,2970976.0,2407.0,71.1,65.4,65.4
E92000001,England,nation,2021-10-05,40_44,4146831.0,2988902.0,1331.0,3175477.0,630.0,2988902.0,1331.0,76.6,72.1,72.1
E92000001,England,nation,2021-10-05,45_49,4015713.0,3153781.0,929.0,3296749.0,430.0,3153781.0,929.0,82.1,78.5,78.5
E92000001,England,nation,2021-10-05,50_54,4235812.0,3550830.0,534.0,3665405.0,291.0,3550830.0,534.0,86.5,83.8,83.8
E92000001,England,nation,2021-10-05,55_59,4082028.0,3524774.0,413.0,3628457.0,217.0,3524774.0,413.0,88.9,86.3,86.3
E92000001,England,nation,2021-10-05,60_64,3451652.0,3052154.0,271.0,3128300.0,127.0,3052154.0,271.0,90.6,88.4,88.4
