GSScode,name,winner_2019,rqf4_rate,activity_rate,employment_rate,activity_rate_quintile,employment_rate_quintile,rqf4_rate_quintile,has_co-operative,has_iceland,has_lidl,has_marks and spencer,has_morrisons,has_sainsburys,has_tesco,has_waitrose,Con_win
W07000081,Aberafan Maesteg,Lab,30.2,70.3,67.8,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,False,True,False,True,False,False
S14000060,Aberdeen North,SNP,58.7,79.2,75.9,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,False,False
S14000061,Aberdeen South,SNP,63.7,77.5,73.5,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,False,False
S14000062,Aberdeenshire North & Moray East,Con,39.0,66.7,64.3,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,True,False,True,False,True,False,True
S14000111,Aberdeenshire West & Kincardine,Con,53.0,90.4,90.4,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),,,,,,,,,True
S14000063,Airdrie & Shotts,SNP,46.9,73.7,73.7,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Third Quintile (42.3%-48.3%),True,True,True,True,True,False,True,False,False
E14001063,Aldershot,Con,43.3,86.6,86.6,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001064,Aldridge-Brownhills,Con,36.5,85.8,80.5,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,False,True,True,False,True,True,True
S14000064,Alloa & Grangemouth,SNP,43.7,75.5,71.1,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,False
E14001065,Altrincham & Sale West,Con,62.1,76.8,73.3,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,False,True,True,True,True,True,True
W07000082,Alyn & Deeside,Lab,43.6,83.6,81.3,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,False
E14001066,Amber Valley,Con,32.2,76.8,74.9,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,True,False,True,True,True,False,True
S14000065,Angus & Perthshire Glens,SNP,50.8,68.9,67.3,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Fourth Quintile (48.3%-57.9%),True,False,True,False,False,True,True,False,False
N05000005,Antrim East,DUP,,,,,,,False,True,True,True,False,True,True,False,False
N05000012,Antrim North,DUP,,,,,,,True,True,True,True,False,True,True,False,False
N05000014,Antrim South,DUP,,,,,,,True,True,True,True,False,False,True,False,False
S14000066,Arbroath & Broughty Ferry,SNP,50.7,79.7,76.8,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,False
S14000067,"Argyll, Bute & South Lochaber",SNP,47.0,72.9,70.4,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Third Quintile (42.3%-48.3%),True,False,True,True,True,False,True,False,False
E14001067,Arundel & South Downs,Con,63.2,78.5,72.6,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,False,False,True,True,True,True,True,True
E14001068,Ashfield,Con,24.2,64.9,59.0,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,False,True,False,True
E14001069,Ashford,Con,26.0,65.4,63.1,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,True,True
E14001070,Ashton-under-Lyne,Lab,26.8,71.3,68.4,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,False
E14001071,Aylesbury,Con,42.9,85.2,81.3,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
S14000107,"Ayr, Carrick & Cumnock",SNP,44.7,68.0,64.1,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Third Quintile (42.3%-48.3%),,,,,,,,,False
S14000109,Ayrshire Central,SNP,57.9,69.9,66.2,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Fourth Quintile (48.3%-57.9%),,,,,,,,,False
S14000048,Ayrshire North & Arran,SNP,54.2,75.3,74.2,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Fourth Quintile (48.3%-57.9%),True,True,True,False,True,True,True,False,False
E14001072,Banbury,Con,41.3,81.0,81.0,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,True,True
W07000083,Bangor Aberconwy,Con,41.4,76.2,73.7,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001073,Barking,Lab,46.3,74.5,70.8,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Third Quintile (42.3%-48.3%),True,True,True,False,False,False,True,False,False
E14001074,Barnsley North,Lab,33.0,73.8,71.6,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,False
E14001075,Barnsley South,Lab,24.1,71.1,66.7,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,False,True,False,True,False,True,False,False
E14001076,Barrow & Furness,Con,36.9,75.4,73.4,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,False,True,True,False,True,False,True
E14001077,Basildon & Billericay,Con,15.6,76.5,69.0,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,True,True
E14001480,Basildon South & East Thurrock,Con,31.3,84.3,77.6,Highest Quintile (84.2%+),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001078,Basingstoke,Con,37.2,82.5,78.8,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,True,True
E14001079,Bassetlaw,Con,38.4,78.8,78.8,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001080,Bath,LD,59.6,81.6,79.0,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,False,True,True,True,True,True,True,False
S14000068,Bathgate & Linlithgow,SNP,65.8,78.5,78.2,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,False,False
E14001081,Battersea,Lab,81.7,92.4,86.1,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,False,True,True,False,True,True,True,False
E14001082,Beaconsfield,Con,64.1,85.6,83.6,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,False,True,True,True,True,True,True,True
E14001083,Beckenham & Penge,Lab,62.1,78.4,71.3,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,True,True,False,True,True,True,False
E14001084,Bedford,Lab,56.8,86.8,81.5,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,False
E14001359,Bedfordshire Mid,Con,50.9,82.4,81.1,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,False,False,True,True,True,True,True,True
E14001384,Bedfordshire North,Con,41.5,87.4,82.6,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
N05000001,Belfast East,DUP,,,,,,,True,True,True,True,False,True,True,False,False
N05000002,Belfast North,SF,,,,,,,True,True,True,True,False,False,True,False,False
N05000003,Belfast South & Mid Down,SDLP,,,,,,,True,True,False,True,False,True,True,False,False
N05000004,Belfast West,SF,,,,,,,True,True,True,False,False,True,True,False,False
E14001085,Bermondsey & Old Southwark,Lab,63.3,81.4,78.9,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,False,True,False,True,True,True,False
S14000108,"Berwickshire, Roxburgh & Selkirk",Con,44.6,77.0,72.3,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Third Quintile (42.3%-48.3%),,,,,,,,,True
E14001086,Bethnal Green & Stepney,Lab,48.9,67.2,64.7,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Fourth Quintile (48.3%-57.9%),True,True,False,False,False,True,True,False,False
E14001087,Beverley & Holderness,Con,40.9,74.8,72.6,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,False,True,True,True,True,True,False,True
E14001088,Bexhill & Battle,Con,49.9,65.0,63.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,True
E14001089,Bexleyheath & Crayford,Con,50.3,77.9,67.8,Third Quintile (77.5%-80.6%),Lowest Quintile (<70.0%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,True
E14001090,Bicester & Woodstock,Con,57.8,92.7,92.7,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,True
E14001091,Birkenhead,Lab,38.1,69.0,67.7,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,False
E14001092,Birmingham Edgbaston,Lab,57.9,80.0,77.2,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,False
E14001093,Birmingham Erdington,Lab,26.6,69.8,63.3,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,False,False,True,True,False,False
E14001094,Birmingham Hall Green & Moseley,Lab,68.8,77.4,70.9,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,True,True,False,True,True,True,False
E14001095,Birmingham Hodge Hill & Solihull North,Lab,25.7,59.5,52.1,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,False,True,False,False
E14001096,Birmingham Ladywood,Lab,58.2,66.1,62.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,False,False
E14001097,Birmingham Northfield,Con,43.3,74.4,69.0,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Third Quintile (42.3%-48.3%),True,True,False,True,True,True,True,False,True
E14001098,Birmingham Perry Barr,Lab,27.4,78.3,63.3,Third Quintile (77.5%-80.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,False,True,False,False
E14001099,Birmingham Selly Oak,Lab,65.1,78.2,72.7,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,False,False
E14001100,Birmingham Yardley,Lab,33.3,60.7,60.7,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,False,True,False,False
E14001101,Bishop Auckland,Con,29.1,75.4,69.3,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,False,True,True,True,True,True,False,True
E14001102,Blackburn,Lab,30.2,68.0,63.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,False
E14001103,Blackley & Middleton South,Lab,38.8,77.9,71.9,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),False,True,True,False,True,True,True,False,False
E14001104,Blackpool North & Fleetwood,Con,36.5,70.7,64.7,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
E14001105,Blackpool South,Con,34.0,70.6,68.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
W07000084,Blaenau Gwent & Rhymney,Lab,35.6,75.6,70.0,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,True,False,True,False,True,False,False
E14001106,Blaydon & Consett,Lab,44.8,75.4,73.7,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Third Quintile (42.3%-48.3%),True,True,True,False,True,False,True,False,False
E14001107,Blyth & Ashington,Lab,31.4,67.1,62.8,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,False,True,False,True,False,False
E14001108,Bognor Regis & Littlehampton,Con,45.8,90.4,86.2,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001109,Bolsover,Con,36.8,78.8,71.4,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,False,True,True,True,False,True,False,True
E14001110,Bolton North East,Con,30.0,63.6,62.3,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,False,True,False,True,True,True,False,True
E14001111,Bolton South & Walkden,Lab,38.0,69.4,55.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,False
E14001112,Bolton West,Con,52.2,80.1,76.8,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,True
E14001113,Bootle,Lab,38.7,75.1,74.4,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,True,False,False,False,True,False,False
E14001114,Boston & Skegness,Con,23.1,72.9,68.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,True,True,False,True,False,True
E14001115,Bournemouth East,Con,50.0,79.8,76.7,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,False,True,True,False,True
E14001116,Bournemouth West,Con,42.5,82.8,78.4,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,False,True,True,True,True
E14001117,Bracknell,Con,44.4,84.4,80.6,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,False,True,True,True,True,True,True,True
E14001118,Bradford East,Lab,31.5,70.2,68.0,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,False,True,True,True,False,False
E14001119,Bradford South,Lab,25.2,77.0,71.2,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,False,False,True,False,True,False,False
E14001120,Bradford West,Lab,32.8,77.3,65.3,Second Quintile (73.6%-77.5%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,False,False,True,True,True,True,False,False
E14001121,Braintree,Con,39.1,76.2,70.5,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,True
W07000085,"Brecon, Radnor & Cwm Tawe",Con,41.4,77.2,73.8,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,False,True,False,True,False,True,False,True
E14001122,Brent East,Lab,43.4,71.1,69.1,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Third Quintile (42.3%-48.3%),True,True,False,True,True,True,True,False,False
E14001123,Brent West,Lab,57.3,80.6,80.6,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,False,True,True,False,False
E14001124,Brentford & Isleworth,Lab,51.1,85.5,84.0,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,False
E14001125,Brentwood & Ongar,Con,43.8,82.5,82.5,Fourth Quintile (80.6%-84.2%),Highest Quintile (81.9%+),Third Quintile (42.3%-48.3%),True,True,False,True,True,True,True,True,True
W07000086,Bridgend,Con,45.7,70.2,68.2,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,True
E14001126,Bridgwater,Con,33.3,81.0,76.0,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001127,Bridlington & the Wolds,Con,29.4,71.9,68.8,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,False,True,False,True,False,True
E14001128,Brigg & Immingham,Con,41.6,79.1,76.0,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,False,True,False,True,True,True,False,True
E14001129,Brighton Kemptown & Peacehaven,Lab,48.7,71.7,69.3,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Fourth Quintile (48.3%-57.9%),True,False,True,False,True,True,True,False,False
E14001130,Brighton Pavilion,Green,57.1,78.5,75.8,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,False,True,False,True,True,True,False
E14001131,Bristol Central,Lab,67.9,69.7,66.7,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Highest Quintile (57.9%+),True,False,True,True,True,True,True,True,False
E14001132,Bristol East,Lab,49.9,82.4,79.9,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,False
E14001133,Bristol North East,Lab,39.3,77.9,74.7,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,False
E14001134,Bristol North West,Lab,60.1,84.3,81.8,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
E14001135,Bristol South,Lab,53.3,81.3,76.9,Fourth Quintile (80.6%-84.2%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,False
E14001136,Broadland & Fakenham,Con,32.7,74.2,73.1,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,False,True,True,True,False,True,True,True
E14001137,Bromley & Biggin Hill,Con,53.1,84.8,81.3,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,True
E14001138,Bromsgrove,Con,62.2,85.9,85.9,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,True
E14001139,Broxbourne,Con,26.8,78.0,74.6,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,True,True
E14001140,Broxtowe,Con,43.0,84.1,81.1,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,True
E14001141,Buckingham & Bletchley,Con,44.6,80.2,76.1,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001360,Buckinghamshire Mid,Con,52.7,86.5,86.5,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,False,False,True,True,True,True,True,True
E14001142,Burnley,Con,38.2,76.5,74.4,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),False,True,True,True,True,True,True,False,True
E14001143,Burton & Uttoxeter,Con,45.1,80.6,80.6,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,True,True
E14001144,Bury North,Con,40.3,77.4,74.9,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Second Quintile (35.3%-42.3%),True,True,True,True,True,False,True,False,True
E14001145,Bury South,Con,52.9,74.9,71.1,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,True
E14001146,Bury St Edmunds & Stowmarket,Con,33.3,78.2,72.7,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,True,True
W07000087,Caerfyrddin,Con,45.8,82.3,80.0,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,True,True,True,True,False,True,False,True
W07000088,Caerphilly,Lab,45.1,77.0,74.9,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Third Quintile (42.3%-48.3%),True,True,True,False,True,True,True,False,False
S14000069,"Caithness, Sutherland & Easter Ross",SNP,56.0,78.9,78.9,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,False,True,False,True,False,True,False,False
E14001147,Calder Valley,Con,48.4,79.4,77.6,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,False,True,False,True,True,True,True,True
E14001148,Camborne & Redruth,Con,40.6,85.6,82.6,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Second Quintile (35.3%-42.3%),True,True,True,True,True,False,True,False,True
E14001149,Cambridge,Lab,66.7,80.1,74.4,Third Quintile (77.5%-80.6%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,True,True,False,True,True,True,False
E14001390,Cambridgeshire North East,Con,32.2,71.9,67.8,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Lowest Quintile (<35.3%),True,True,True,False,True,True,True,False,True
E14001401,Cambridgeshire North West,Con,37.0,82.9,81.6,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Second Quintile (35.3%-42.3%),True,False,True,True,True,False,True,False,True
E14001481,Cambridgeshire South,Con,54.4,79.9,76.0,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,False,False,True,True,True,True,False,True
E14001150,Cannock Chase,Con,24.3,84.8,84.8,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Lowest Quintile (<35.3%),True,True,False,True,True,True,True,False,True
E14001151,Canterbury,Lab,61.7,68.2,62.1,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Highest Quintile (57.9%+),True,True,False,True,True,True,True,True,False
W07000089,Cardiff East,Lab,57.0,85.1,81.7,Highest Quintile (84.2%+),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,True,True,False,True,True,True,False,False
W07000090,Cardiff North,Lab,53.7,78.0,74.8,Third Quintile (77.5%-80.6%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,False
W07000091,Cardiff South & Penarth,Lab,56.3,84.1,81.1,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,False,True,True,True,True,True,False,False
W07000092,Cardiff West,Lab,44.1,71.7,65.5,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Third Quintile (42.3%-48.3%),True,True,True,False,True,False,True,False,False
E14001152,Carlisle,Con,34.5,87.5,84.4,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
E14001153,Carshalton & Wallington,Con,60.9,88.9,87.7,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,True,True,False,True,True,False,True
E14001154,Castle Point,Con,30.2,87.9,85.2,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Lowest Quintile (<35.3%),True,True,True,True,True,True,True,False,True
W07000093,Ceredigion Preseli,PC,44.4,71.0,67.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Third Quintile (42.3%-48.3%),True,True,True,True,True,True,True,False,False
E14001157,Chatham & Aylesford,Con,47.4,79.9,78.9,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Third Quintile (42.3%-48.3%),True,False,False,True,True,False,True,False,True
E14001158,Cheadle,Con,62.6,81.3,81.3,Fourth Quintile (80.6%-84.2%),Fourth Quintile (78.2%-81.9%),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,True
E14001159,Chelmsford,Con,48.5,87.1,87.1,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,False,True
E14001160,Chelsea & Fulham,Con,69.2,73.0,70.8,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Highest Quintile (57.9%+),True,True,False,True,False,True,True,True,True
E14001161,Cheltenham,Con,55.3,86.4,83.3,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,True
E14001162,Chesham & Amersham,Con,58.8,87.7,83.6,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,False,False,True,True,True,True,True,True
E14001361,Cheshire Mid,Con,31.6,75.0,70.8,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Lowest Quintile (<35.3%),True,True,True,False,True,True,True,True,True
E14001163,Chester North & Neston,Lab,67.5,85.1,82.9,Highest Quintile (84.2%+),Highest Quintile (81.9%+),Highest Quintile (57.9%+),True,True,True,True,True,True,True,True,False
E14001164,Chester South & Eddisbury,Con,56.5,78.6,78.6,Third Quintile (77.5%-80.6%),Fourth Quintile (78.2%-81.9%),Fourth Quintile (48.3%-57.9%),True,False,False,False,True,False,True,False,True
E14001165,Chesterfield,Lab,40.1,72.3,71.1,Lowest Quintile (<73.6%),Second Quintile (70.0%-74.7%),Second Quintile (35.3%-42.3%),True,True,True,True,True,True,True,False,False
E14001166,Chichester,Con,44.8,68.6,68.6,Lowest Quintile (<73.6%),Lowest Quintile (<70.0%),Third Quintile (42.3%-48.3%),True,True,True,True,False,True,True,True,True
E14001167,Chingford & Woodford Green,Con,57.5,74.2,71.8,Second Quintile (73.6%-77.5%),Second Quintile (70.0%-74.7%),Fourth Quintile (48.3%-57.9%),True,True,False,False,True,True,True,True,True
E14001168,Chippenham,Con,51.1,77.3,75.7,Second Quintile (73.6%-77.5%),Third Quintile (74.7%-78.2%),Fourth Quintile (48.3%-57.9%),True,True,True,True,True,True,True,True,True
