Date,Wages
1988-01-01,340.336387217741
1988-02-01,337.265634484903
1988-03-01,343.349995471722
1988-04-01,343.922530495738
1988-05-01,346.161795440596
1988-06-01,346.442160131822
1988-07-01,348.141360856218
1988-08-01,348.453049436437
1988-09-01,349.292198752955
1988-10-01,351.367310918955
1988-11-01,353.110669902321
1988-12-01,359.209664165281
1989-01-01,353.450600837159
1989-02-01,351.052391764103
1989-03-01,356.259549659325
1989-04-01,359.668277448549
1989-05-01,357.727562073964
1989-06-01,358.839396342075
1989-07-01,357.944577133431
1989-08-01,361.560966476532
1989-09-01,364.625379639255
1989-10-01,366.922089966536
1989-11-01,364.541742364427
1989-12-01,365.303969282706
1990-01-01,366.933920080346
1990-02-01,366.459036475031
1990-03-01,365.559229901828
1990-04-01,367.190211114574
1990-05-01,367.822195234354
1990-06-01,371.465970927704
1990-07-01,369.970289348096
1990-08-01,369.442337350336
1990-09-01,367.29296153995
1990-10-01,366.563006767918
1990-11-01,368.121723525058
1990-12-01,371.939784942335
1991-01-01,368.581746096255
1991-02-01,368.730121838157
1991-03-01,365.502552159423
1991-04-01,369.281154813442
1991-05-01,369.333714975413
1991-06-01,367.984300357365
1991-07-01,368.590937237655
1991-08-01,369.448466437746
1991-09-01,370.875255833913
1991-10-01,370.497607701957
1991-11-01,372.031467093209
1991-12-01,370.495369600396
1992-01-01,372.90748822346
1992-02-01,373.343344317085
1992-03-01,374.292003199536
1992-04-01,372.231469909127
1992-05-01,372.324472065763
1992-06-01,373.742471690601
1992-07-01,373.423030282801
1992-08-01,375.290599827869
1992-09-01,375.842205406949
1992-10-01,376.954546264883
1992-11-01,374.933649482819
1992-12-01,375.64349227248
1993-01-01,375.691734382698
1993-02-01,374.423610821837
1993-03-01,369.762750203019
1993-04-01,375.504784197405
1993-05-01,376.194030346249
1993-06-01,375.848604166106
1993-07-01,376.883181111287
1993-08-01,376.323114079596
1993-09-01,375.981971266056
1993-10-01,376.067923545438
1993-11-01,378.990662486219
1993-12-01,377.945294644564
1994-01-01,378.136543989883
1994-02-01,379.958816061204
1994-03-01,378.388231176623
1994-04-01,377.297822771565
1994-05-01,380.773831191114
1994-06-01,381.24881340006
1994-07-01,382.455851118988
1994-08-01,382.651219862588
1994-09-01,383.063440703666
1994-10-01,384.675160420894
1994-11-01,384.619622933545
1994-12-01,385.219633239177
1995-01-01,384.26014415114
1995-02-01,383.554893952774
1995-03-01,384.249296605164
1995-04-01,383.570893317344
1995-05-01,383.632377627399
1995-06-01,383.434179426691
1995-07-01,381.936961869077
1995-08-01,382.571296527496
1995-09-01,382.608061188669
1995-10-01,384.615026561502
1995-11-01,386.255133497109
1995-12-01,384.026810993755
1996-01-01,384.166688460705
1996-02-01,384.484628632858
1996-03-01,384.189029261047
1996-04-01,385.490443446346
1996-05-01,384.573081743132
1996-06-01,385.893366730595
1996-07-01,387.341664435254
1996-08-01,386.707342814114
1996-09-01,388.715808183315
1996-10-01,388.364370897876
1996-11-01,389.243134562271
1996-12-01,390.260073633647
1997-01-01,390.516828509052
1997-02-01,388.240842757341
1997-03-01,393.000142955289
1997-04-01,392.842530680192
1997-05-01,393.55563249341
1997-06-01,393.938853576233
1997-07-01,394.557440721256
1997-08-01,396.471627121235
1997-09-01,397.619546517884
1997-10-01,398.087076711846
1997-11-01,399.781918426638
1997-12-01,401.825561279891
1998-01-01,403.425083725726
1998-02-01,401.658111233887
1998-03-01,405.584266672178
1998-04-01,407.84915499324
1998-05-01,408.546192202006
1998-06-01,407.563029852387
1998-07-01,410.308614080696
1998-08-01,409.775987227028
1998-09-01,411.004853785843
1998-10-01,410.683382285622
1998-11-01,410.885039360087
1998-12-01,411.055425571858
1999-01-01,411.41730687522
1999-02-01,411.750327875657
1999-03-01,414.112250226055
1999-04-01,414.792677268514
1999-05-01,417.306635798533
1999-06-01,420.732401590275
1999-07-01,420.938842879045
1999-08-01,421.32038123713
1999-09-01,422.538281404675
1999-10-01,425.213627496344
1999-11-01,425.681225857707
1999-12-01,429.0280838934
2000-01-01,422.837862323926
2000-02-01,420.028969725455
2000-03-01,427.082380925904
2000-04-01,422.306620657775
2000-05-01,423.572393814574
2000-06-01,423.02600184775
2000-07-01,424.380659768415
2000-08-01,428.525356571177
2000-09-01,429.554419641423
2000-10-01,430.018000936047
2000-11-01,430.310689383503
2000-12-01,437.383463848627
2001-01-01,439.539137976045
2001-02-01,446.835692775338
2001-03-01,440.926897202749
2001-04-01,440.51061993852
2001-05-01,437.015173204163
2001-06-01,439.307722162267
2001-07-01,439.660307423038
2001-08-01,441.664097411444
2001-09-01,442.178818602214
2001-10-01,443.773534120483
2001-11-01,444.29740805634
2001-12-01,446.091673571698
2002-01-01,446.402775009359
2002-02-01,448.513122682726
2002-03-01,443.310397377537
2002-04-01,448.912447106219
2002-05-01,448.081211908459
2002-06-01,450.473068225986
2002-07-01,450.580659154362
2002-08-01,449.275202389942
2002-09-01,450.395569553551
2002-10-01,451.253953758505
2002-11-01,452.116954860664
2002-12-01,450.297986827669
2003-01-01,449.201210746029
2003-02-01,449.899086189964
2003-03-01,455.884673418084
2003-04-01,453.392652467343
2003-05-01,454.935016646735
2003-06-01,456.457091108893
2003-07-01,458.56600373821
2003-08-01,459.26315564659
2003-09-01,460.911164558924
2003-10-01,462.279843999433
2003-11-01,462.656324186462
2003-12-01,463.197542100469
2004-01-01,475.775079737851
2004-02-01,457.482055237703
2004-03-01,466.474470811267
2004-04-01,467.556607464946
2004-05-01,468.614521556486
2004-06-01,468.784281086187
2004-07-01,469.515482574207
2004-08-01,472.499300981148
2004-09-01,474.746036025576
2004-10-01,476.152414931607
2004-11-01,475.212866880865
2004-12-01,475.626574254124
2005-01-01,487.196831639371
2005-02-01,474.811922431868
2005-03-01,475.421710712185
2005-04-01,479.5684561675
2005-05-01,479.521596853081
2005-06-01,479.536842268447
2005-07-01,481.093502682638
2005-08-01,484.278698489247
2005-09-01,484.457554990776
2005-10-01,484.842009336534
2005-11-01,486.861224008886
2005-12-01,486.514297471091
2006-01-01,492.108746473331
2006-02-01,492.520296444239
2006-03-01,492.478126375971
2006-04-01,489.437840090405
2006-05-01,490.129087095385
2006-06-01,493.001107963907
2006-07-01,491.654489821695
2006-08-01,490.146446955213
2006-09-01,490.939756863905
2006-10-01,493.875503851846
2006-11-01,494.252259588303
2006-12-01,499.583962793882
2007-01-01,510.226946365432
2007-02-01,513.751893405718
2007-03-01,497.69669771988
2007-04-01,497.063915218647
2007-05-01,500.778121341496
2007-06-01,502.311056889818
