date,value,Series,Order,Source
2022-02-02,738168.0,91-365 days,3,
2022-02-09,737988.0,91-365 days,3,
2022-02-16,735457.0,91-365 days,3,
2022-02-23,731102.0,91-365 days,3,
2022-03-02,771738.0,91-365 days,3,
2022-03-09,771555.0,91-365 days,3,
2022-03-16,778665.0,91-365 days,3,
2022-03-23,760289.0,91-365 days,3,
2022-03-30,761650.0,91-365 days,3,
2022-04-06,777154.0,91-365 days,3,
2022-04-13,777433.0,91-365 days,3,
2022-04-20,769484.0,91-365 days,3,
2022-04-27,773813.0,91-365 days,3,
2022-05-04,801777.0,91-365 days,3,
2022-05-11,802274.0,91-365 days,3,
2022-05-18,768924.0,91-365 days,3,
2022-05-25,774087.0,91-365 days,3,
2022-06-01,833614.0,91-365 days,3,
2022-06-08,807534.0,91-365 days,3,
2022-06-15,816561.0,91-365 days,3,
2022-06-22,810763.0,91-365 days,3,
2022-06-29,810874.0,91-365 days,3,
2022-07-06,813570.0,91-365 days,3,
2022-07-13,808230.0,91-365 days,3,
2022-07-20,816212.0,91-365 days,3,
2022-07-27,816043.0,91-365 days,3,
2022-08-03,815460.0,91-365 days,3,
2022-08-10,809524.0,91-365 days,3,
2022-08-17,819992.0,91-365 days,3,
2022-08-24,819487.0,91-365 days,3,
2022-08-31,852012.0,91-365 days,3,
2022-09-07,809289.0,91-365 days,3,
2022-09-14,810627.0,91-365 days,3,
2022-09-21,814092.0,91-365 days,3,
2022-09-28,813531.0,91-365 days,3,
2022-10-05,787632.0,91-365 days,3,
2022-10-12,790328.0,91-365 days,3,
2022-10-19,784695.0,91-365 days,3,
2022-10-26,784922.0,91-365 days,3,
2022-11-02,782805.0,91-365 days,3,
2022-11-09,789366.0,91-365 days,3,
2022-11-16,823500.0,91-365 days,3,
2022-11-23,754177.0,91-365 days,3,
2022-11-30,722066.0,91-365 days,3,
2022-12-07,727025.0,91-365 days,3,
2022-12-14,727428.0,91-365 days,3,
2022-12-21,734808.0,91-365 days,3,
2022-12-28,733494.0,91-365 days,3,
2023-01-04,721072.0,91-365 days,3,
2023-01-11,721247.0,91-365 days,3,
2023-01-18,724788.0,91-365 days,3,
2023-01-25,720122.0,91-365 days,3,
2023-02-01,692347.0,91-365 days,3,
2023-02-08,691935.0,91-365 days,3,
2023-02-15,676513.0,91-365 days,3,
2023-02-22,671370.0,91-365 days,3,
2023-03-01,712124.0,91-365 days,3,
2023-03-08,652167.0,91-365 days,3,
2023-03-15,651945.0,91-365 days,3,
2023-03-22,640817.0,91-365 days,3,
2023-03-29,641873.0,91-365 days,3,
2023-04-05,645398.0,91-365 days,3,
2023-04-12,644689.0,91-365 days,3,
2002-12-18,173935.0,1-5 years,4,
2002-12-25,173936.0,1-5 years,4,
2003-01-01,172758.0,1-5 years,4,
2003-01-08,172758.0,1-5 years,4,
2003-01-15,174818.0,1-5 years,4,
2003-01-22,174818.0,1-5 years,4,
2003-01-29,174818.0,1-5 years,4,
2003-02-05,175434.0,1-5 years,4,
2003-02-12,175832.0,1-5 years,4,
2003-02-19,177990.0,1-5 years,4,
2003-02-26,178982.0,1-5 years,4,
2003-03-05,180176.0,1-5 years,4,
2003-03-12,180179.0,1-5 years,4,
2003-03-19,180893.0,1-5 years,4,
2003-03-26,180897.0,1-5 years,4,
2003-04-02,180779.0,1-5 years,4,
2003-04-09,181519.0,1-5 years,4,
2003-04-16,181526.0,1-5 years,4,
2003-04-23,181533.0,1-5 years,4,
2003-04-30,188832.0,1-5 years,4,
2003-05-07,180504.0,1-5 years,4,
2003-05-14,180509.0,1-5 years,4,
2003-05-21,180465.0,1-5 years,4,
2003-05-28,180470.0,1-5 years,4,
2003-06-04,180193.0,1-5 years,4,
2003-06-11,180191.0,1-5 years,4,
2003-06-18,180189.0,1-5 years,4,
2003-06-25,180187.0,1-5 years,4,
2003-07-02,179355.0,1-5 years,4,
2003-07-09,179353.0,1-5 years,4,
2003-07-16,179352.0,1-5 years,4,
2003-07-23,179350.0,1-5 years,4,
2003-07-30,179349.0,1-5 years,4,
2003-08-06,177684.0,1-5 years,4,
2003-08-13,177685.0,1-5 years,4,
2003-08-20,180032.0,1-5 years,4,
2003-08-27,180033.0,1-5 years,4,
2003-09-03,178017.0,1-5 years,4,
2003-09-10,178018.0,1-5 years,4,
2003-09-17,178019.0,1-5 years,4,
2003-09-24,178020.0,1-5 years,4,
2003-10-01,176904.0,1-5 years,4,
2003-10-08,176907.0,1-5 years,4,
2003-10-15,176910.0,1-5 years,4,
2003-10-22,176914.0,1-5 years,4,
2003-10-29,178364.0,1-5 years,4,
2003-11-05,179300.0,1-5 years,4,
2003-11-12,179303.0,1-5 years,4,
2003-11-19,177811.0,1-5 years,4,
2003-11-26,178532.0,1-5 years,4,
2003-12-03,179073.0,1-5 years,4,
2003-12-10,179072.0,1-5 years,4,
2003-12-17,179071.0,1-5 years,4,
2003-12-24,179070.0,1-5 years,4,
2003-12-31,187056.0,1-5 years,4,
2004-01-07,180071.0,1-5 years,4,
2004-01-14,180069.0,1-5 years,4,
2004-01-21,182299.0,1-5 years,4,
2004-01-28,182295.0,1-5 years,4,
2004-02-04,181106.0,1-5 years,4,
2004-02-11,181930.0,1-5 years,4,
2004-02-18,182680.0,1-5 years,4,
2004-02-25,182678.0,1-5 years,4,
2004-03-03,182347.0,1-5 years,4,
2004-03-10,183073.0,1-5 years,4,
2004-03-17,183079.0,1-5 years,4,
2004-03-24,183661.0,1-5 years,4,
2004-03-31,183791.0,1-5 years,4,
2004-04-07,183799.0,1-5 years,4,
2004-04-14,183807.0,1-5 years,4,
2004-04-21,183815.0,1-5 years,4,
2004-04-28,183823.0,1-5 years,4,
2004-05-05,184872.0,1-5 years,4,
2004-05-12,184881.0,1-5 years,4,
2004-05-19,184387.0,1-5 years,4,
2004-05-26,185179.0,1-5 years,4,
2004-06-02,185440.0,1-5 years,4,
2004-06-09,186170.0,1-5 years,4,
2004-06-16,187210.0,1-5 years,4,
2004-06-23,187215.0,1-5 years,4,
2004-06-30,187803.0,1-5 years,4,
2004-07-07,187811.0,1-5 years,4,
2004-07-14,189520.0,1-5 years,4,
2004-07-21,189529.0,1-5 years,4,
2004-07-28,190934.0,1-5 years,4,
2004-08-04,192427.0,1-5 years,4,
2004-08-11,192432.0,1-5 years,4,
2004-08-18,197632.0,1-5 years,4,
2004-08-25,197636.0,1-5 years,4,
2004-09-01,198719.0,1-5 years,4,
2004-09-08,198716.0,1-5 years,4,
2004-09-15,199513.0,1-5 years,4,
2004-09-22,199511.0,1-5 years,4,
2004-09-29,199624.0,1-5 years,4,
2004-10-06,201940.0,1-5 years,4,
2004-10-13,201941.0,1-5 years,4,
2004-10-20,202112.0,1-5 years,4,
2004-10-27,203509.0,1-5 years,4,
2004-11-03,203789.0,1-5 years,4,
2004-11-10,203793.0,1-5 years,4,
2004-11-17,206675.0,1-5 years,4,
2004-11-24,206678.0,1-5 years,4,
2004-12-01,205870.0,1-5 years,4,
2004-12-08,208282.0,1-5 years,4,
2004-12-15,208290.0,1-5 years,4,
2004-12-22,208298.0,1-5 years,4,
2004-12-29,208306.0,1-5 years,4,
2005-01-05,208270.0,1-5 years,4,
2005-01-12,208270.0,1-5 years,4,
2005-01-19,209683.0,1-5 years,4,
2005-01-26,209684.0,1-5 years,4,
2005-02-02,207754.0,1-5 years,4,
2005-02-09,207747.0,1-5 years,4,
2005-02-16,212802.0,1-5 years,4,
2005-02-23,212794.0,1-5 years,4,
2005-03-02,212790.0,1-5 years,4,
2005-03-09,212794.0,1-5 years,4,
2005-03-16,212798.0,1-5 years,4,
2005-03-23,212802.0,1-5 years,4,
2005-03-30,212806.0,1-5 years,4,
2005-04-06,212482.0,1-5 years,4,
2005-04-13,212493.0,1-5 years,4,
2005-04-20,212919.0,1-5 years,4,
2005-04-27,214130.0,1-5 years,4,
2005-05-04,213805.0,1-5 years,4,
2005-05-11,213945.0,1-5 years,4,
2005-05-18,214280.0,1-5 years,4,
2005-05-25,215344.0,1-5 years,4,
2005-06-01,216525.0,1-5 years,4,
2005-06-08,216538.0,1-5 years,4,
2005-06-15,216552.0,1-5 years,4,
2005-06-22,216566.0,1-5 years,4,
2005-06-29,216580.0,1-5 years,4,
2005-07-06,215250.0,1-5 years,4,
2005-07-13,215248.0,1-5 years,4,
2005-07-20,209727.0,1-5 years,4,
2005-07-27,209725.0,1-5 years,4,
2005-08-03,207587.0,1-5 years,4,
2005-08-10,207588.0,1-5 years,4,
2005-08-17,212630.0,1-5 years,4,
2005-08-24,213119.0,1-5 years,4,
2005-08-31,211783.0,1-5 years,4,
2005-09-07,211793.0,1-5 years,4,
2005-09-14,214341.0,1-5 years,4,
2005-09-21,214351.0,1-5 years,4,
2005-09-28,215465.0,1-5 years,4,
2005-10-05,215254.0,1-5 years,4,
2005-10-12,215264.0,1-5 years,4,
2005-10-19,210114.0,1-5 years,4,
2005-10-26,210625.0,1-5 years,4,
2005-11-02,210651.0,1-5 years,4,
2005-11-09,210677.0,1-5 years,4,
2005-11-16,209687.0,1-5 years,4,
2005-11-23,210812.0,1-5 years,4,
2005-11-30,210726.0,1-5 years,4,
2005-12-07,210730.0,1-5 years,4,
2005-12-14,210735.0,1-5 years,4,
2005-12-21,210739.0,1-5 years,4,
2005-12-28,210743.0,1-5 years,4,
2006-01-04,209454.0,1-5 years,4,
2006-01-11,210059.0,1-5 years,4,
2006-01-18,208293.0,1-5 years,4,
2006-01-25,208279.0,1-5 years,4,
2006-02-01,209981.0,1-5 years,4,
2006-02-08,209974.0,1-5 years,4,
2006-02-15,212648.0,1-5 years,4,
2006-02-22,213888.0,1-5 years,4,
2006-03-01,213483.0,1-5 years,4,
2006-03-08,213951.0,1-5 years,4,
2006-03-15,215452.0,1-5 years,4,
2006-03-22,215466.0,1-5 years,4,
2006-03-29,215479.0,1-5 years,4,
2006-04-05,215819.0,1-5 years,4,
2006-04-12,215823.0,1-5 years,4,
2006-04-19,215827.0,1-5 years,4,
2006-04-26,216926.0,1-5 years,4,
2006-05-03,216216.0,1-5 years,4,
2006-05-10,216226.0,1-5 years,4,
2006-05-17,212424.0,1-5 years,4,
2006-05-24,213652.0,1-5 years,4,
2006-05-31,213268.0,1-5 years,4,
2006-06-07,214618.0,1-5 years,4,
2006-06-14,215950.0,1-5 years,4,
2006-06-21,215966.0,1-5 years,4,
2006-06-28,215982.0,1-5 years,4,
2006-07-05,217323.0,1-5 years,4,
2006-07-12,217332.0,1-5 years,4,
2006-07-19,217908.0,1-5 years,4,
2006-07-26,217918.0,1-5 years,4,
2006-08-02,218566.0,1-5 years,4,
2006-08-09,218570.0,1-5 years,4,
2006-08-16,211115.0,1-5 years,4,
2006-08-23,211118.0,1-5 years,4,
2006-08-30,212576.0,1-5 years,4,
2006-09-06,213289.0,1-5 years,4,
2006-09-13,214615.0,1-5 years,4,
2006-09-20,214621.0,1-5 years,4,
2006-09-27,214627.0,1-5 years,4,
2006-10-04,215770.0,1-5 years,4,
2006-10-11,215774.0,1-5 years,4,
2006-10-18,217172.0,1-5 years,4,
2006-10-25,217176.0,1-5 years,4,
2006-11-01,218327.0,1-5 years,4,
2006-11-08,218530.0,1-5 years,4,
2006-11-15,217679.0,1-5 years,4,
2006-11-22,219213.0,1-5 years,4,
2006-11-29,219202.0,1-5 years,4,
2006-12-06,220125.0,1-5 years,4,
2006-12-13,221541.0,1-5 years,4,
2006-12-20,222856.0,1-5 years,4,
2006-12-27,224185.0,1-5 years,4,
2007-01-03,224972.0,1-5 years,4,
2007-01-10,224968.0,1-5 years,4,
2007-01-17,222745.0,1-5 years,4,
2007-01-24,222742.0,1-5 years,4,
2007-01-31,222478.0,1-5 years,4,
2007-02-07,222482.0,1-5 years,4,
2007-02-14,226945.0,1-5 years,4,
2007-02-21,219506.0,1-5 years,4,
2007-02-28,229242.0,1-5 years,4,
2007-03-07,224564.0,1-5 years,4,
2007-03-14,224570.0,1-5 years,4,
2007-03-21,224576.0,1-5 years,4,
2007-03-28,224582.0,1-5 years,4,
2007-04-04,226033.0,1-5 years,4,
2007-04-11,226985.0,1-5 years,4,
2007-04-18,226996.0,1-5 years,4,
2007-04-25,229833.0,1-5 years,4,
2007-05-02,234977.0,1-5 years,4,
2007-05-09,237737.0,1-5 years,4,
2007-05-16,229466.0,1-5 years,4,
2007-05-23,229490.0,1-5 years,4,
2007-05-30,229514.0,1-5 years,4,
2007-06-06,233320.0,1-5 years,4,
2007-06-13,233338.0,1-5 years,4,
2007-06-20,233355.0,1-5 years,4,
2007-06-27,233373.0,1-5 years,4,
2007-07-04,234953.0,1-5 years,4,
2007-07-11,234969.0,1-5 years,4,
2007-07-18,237738.0,1-5 years,4,
2007-07-25,237758.0,1-5 years,4,
2007-08-01,238073.0,1-5 years,4,
2007-08-08,238079.0,1-5 years,4,
2007-08-15,241382.0,1-5 years,4,
2007-08-22,234421.0,1-5 years,4,
2007-08-29,234428.0,1-5 years,4,
2007-09-05,237297.0,1-5 years,4,
2007-09-12,237296.0,1-5 years,4,
2007-09-19,235828.0,1-5 years,4,
2007-09-26,235828.0,1-5 years,4,
2007-10-03,237311.0,1-5 years,4,
2007-10-10,237305.0,1-5 years,4,
2007-10-17,236325.0,1-5 years,4,
2007-10-24,236319.0,1-5 years,4,
2007-10-31,243868.0,1-5 years,4,
2007-11-07,241043.0,1-5 years,4,
2007-11-14,241053.0,1-5 years,4,
2007-11-21,231526.0,1-5 years,4,
2007-11-28,231534.0,1-5 years,4,
2007-12-05,234701.0,1-5 years,4,
2007-12-12,234709.0,1-5 years,4,
2007-12-19,233394.0,1-5 years,4,
2007-12-26,233402.0,1-5 years,4,
2008-01-02,235751.0,1-5 years,4,
2008-01-09,235773.0,1-5 years,4,
2008-01-16,231397.0,1-5 years,4,
2008-01-23,231414.0,1-5 years,4,
2008-01-30,231432.0,1-5 years,4,
2008-02-06,233089.0,1-5 years,4,
2008-02-13,233087.0,1-5 years,4,
2008-02-20,231343.0,1-5 years,4,
2008-02-27,231341.0,1-5 years,4,
2008-03-05,231000.0,1-5 years,4,
2008-03-12,231014.0,1-5 years,4,
2008-03-19,224908.0,1-5 years,4,
2008-03-26,214965.0,1-5 years,4,
2008-04-02,206888.0,1-5 years,4,
2008-04-09,196898.0,1-5 years,4,
2008-04-16,195968.0,1-5 years,4,
2008-04-23,195977.0,1-5 years,4,
2008-04-30,197438.0,1-5 years,4,
2008-05-07,192466.0,1-5 years,4,
2008-05-14,187743.0,1-5 years,4,
2008-05-21,176232.0,1-5 years,4,
2008-05-28,171260.0,1-5 years,4,
2008-06-04,171731.0,1-5 years,4,
2008-06-11,171751.0,1-5 years,4,
2008-06-18,171083.0,1-5 years,4,
2008-06-25,171103.0,1-5 years,4,
2008-07-02,173465.0,1-5 years,4,
2008-07-09,173492.0,1-5 years,4,
2008-07-16,172629.0,1-5 years,4,
2008-07-23,172656.0,1-5 years,4,
2008-07-30,172683.0,1-5 years,4,
2008-08-06,175563.0,1-5 years,4,
2008-08-13,175596.0,1-5 years,4,
2008-08-20,169506.0,1-5 years,4,
2008-08-27,169539.0,1-5 years,4,
2008-09-03,170789.0,1-5 years,4,
2008-09-10,170807.0,1-5 years,4,
2008-09-17,170676.0,1-5 years,4,
2008-09-24,170694.0,1-5 years,4,
2008-10-01,174098.0,1-5 years,4,
2008-10-08,174085.0,1-5 years,4,
2008-10-15,173462.0,1-5 years,4,
2008-10-22,173449.0,1-5 years,4,
2008-10-29,173435.0,1-5 years,4,
2008-11-05,173414.0,1-5 years,4,
2008-11-12,173409.0,1-5 years,4,
2008-11-19,170928.0,1-5 years,4,
2008-11-26,170923.0,1-5 years,4,
2008-12-03,171701.0,1-5 years,4,
2008-12-10,171667.0,1-5 years,4,
2008-12-17,172076.0,1-5 years,4,
2008-12-24,172038.0,1-5 years,4,
2008-12-31,173328.0,1-5 years,4,
2009-01-07,173264.0,1-5 years,4,
2009-01-14,173973.0,1-5 years,4,
2009-01-21,173147.0,1-5 years,4,
2009-01-28,173087.0,1-5 years,4,
2009-02-04,174089.0,1-5 years,4,
2009-02-11,174054.0,1-5 years,4,
2009-02-18,168008.0,1-5 years,4,
2009-02-25,167973.0,1-5 years,4,
2009-03-04,168922.0,1-5 years,4,
2009-03-11,168936.0,1-5 years,4,
2009-03-18,168678.0,1-5 years,4,
2009-03-25,168691.0,1-5 years,4,
2009-04-01,175762.0,1-5 years,4,
2009-04-08,188973.0,1-5 years,4,
2009-04-15,202091.0,1-5 years,4,
2009-04-22,202796.0,1-5 years,4,
2009-04-29,216801.0,1-5 years,4,
2009-05-06,216934.0,1-5 years,4,
2009-05-13,229896.0,1-5 years,4,
2009-05-20,235265.0,1-5 years,4,
2009-05-27,241533.0,1-5 years,4,
2009-06-03,247670.0,1-5 years,4,
2009-06-10,255193.0,1-5 years,4,
2009-06-17,261617.0,1-5 years,4,
2009-06-24,262703.0,1-5 years,4,
2009-07-01,261730.0,1-5 years,4,
2009-07-08,266166.0,1-5 years,4,
2009-07-15,277242.0,1-5 years,4,
2009-07-22,277376.0,1-5 years,4,
2009-07-29,277385.0,1-5 years,4,
2009-08-05,282516.0,1-5 years,4,
2009-08-12,295420.0,1-5 years,4,
2009-08-19,306425.0,1-5 years,4,
2009-08-26,312547.0,1-5 years,4,
2009-09-02,317933.0,1-5 years,4,
2009-09-09,317928.0,1-5 years,4,
2009-09-16,317171.0,1-5 years,4,
2009-09-23,322425.0,1-5 years,4,
2009-09-30,324284.0,1-5 years,4,
2009-10-07,324291.0,1-5 years,4,
2009-10-14,324298.0,1-5 years,4,
2009-10-21,324030.0,1-5 years,4,
2009-10-28,324037.0,1-5 years,4,
2009-11-04,326043.0,1-5 years,4,
2009-11-11,326045.0,1-5 years,4,
2009-11-18,331334.0,1-5 years,4,
2009-11-25,331336.0,1-5 years,4,
2009-12-02,330020.0,1-5 years,4,
2009-12-09,330023.0,1-5 years,4,
2009-12-16,329281.0,1-5 years,4,
2009-12-23,329284.0,1-5 years,4,
2009-12-30,329287.0,1-5 years,4,
2010-01-06,326876.0,1-5 years,4,
2010-01-13,326878.0,1-5 years,4,
2010-01-20,327155.0,1-5 years,4,
2010-01-27,327157.0,1-5 years,4,
2010-02-03,326326.0,1-5 years,4,
2010-02-10,326320.0,1-5 years,4,
2010-02-17,337298.0,1-5 years,4,
2010-02-24,337293.0,1-5 years,4,
2010-03-03,333475.0,1-5 years,4,
2010-03-10,333484.0,1-5 years,4,
2010-03-17,333967.0,1-5 years,4,
2010-03-24,333977.0,1-5 years,4,
2010-03-31,331962.0,1-5 years,4,
2010-04-07,331963.0,1-5 years,4,
2010-04-14,331964.0,1-5 years,4,
2010-04-21,331703.0,1-5 years,4,
2010-04-28,331703.0,1-5 years,4,
2010-05-05,327533.0,1-5 years,4,
2010-05-12,327542.0,1-5 years,4,
2010-05-19,340378.0,1-5 years,4,
2010-05-26,340387.0,1-5 years,4,
2010-06-02,332917.0,1-5 years,4,
2010-06-09,332921.0,1-5 years,4,
2010-06-16,333133.0,1-5 years,4,
2010-06-23,333137.0,1-5 years,4,
2010-06-30,332051.0,1-5 years,4,
2010-07-07,332053.0,1-5 years,4,
2010-07-14,332287.0,1-5 years,4,
2010-07-21,332299.0,1-5 years,4,
2010-07-28,332301.0,1-5 years,4,
2010-08-04,331815.0,1-5 years,4,
2010-08-11,331813.0,1-5 years,4,
2010-08-18,341460.0,1-5 years,4,
2010-08-25,342808.0,1-5 years,4,
2010-09-01,341198.0,1-5 years,4,
2010-09-08,343586.0,1-5 years,4,
2010-09-15,345293.0,1-5 years,4,
2010-09-22,350208.0,1-5 years,4,
2010-09-29,354844.0,1-5 years,4,
2010-10-06,353659.0,1-5 years,4,
2010-10-13,355731.0,1-5 years,4,
2010-10-20,359911.0,1-5 years,4,
2010-10-27,362505.0,1-5 years,4,
2010-11-03,364061.0,1-5 years,4,
2010-11-10,367997.0,1-5 years,4,
2010-11-17,379245.0,1-5 years,4,
2010-11-24,387219.0,1-5 years,4,
2010-12-01,397978.0,1-5 years,4,
2010-12-08,409792.0,1-5 years,4,
2010-12-15,408543.0,1-5 years,4,
2010-12-22,427120.0,1-5 years,4,
2010-12-29,433903.0,1-5 years,4,
2011-01-05,439596.0,1-5 years,4,
2011-01-12,452608.0,1-5 years,4,
2011-01-19,456353.0,1-5 years,4,
2011-01-26,471112.0,1-5 years,4,
2011-02-02,483207.0,1-5 years,4,
2011-02-09,490485.0,1-5 years,4,
2011-02-16,500427.0,1-5 years,4,
2011-02-23,507120.0,1-5 years,4,
2011-03-02,525223.0,1-5 years,4,
2011-03-09,538702.0,1-5 years,4,
2011-03-16,534520.0,1-5 years,4,
2011-03-23,547165.0,1-5 years,4,
2011-03-30,565623.0,1-5 years,4,
2011-04-06,579118.0,1-5 years,4,
2011-04-13,585483.0,1-5 years,4,
2011-04-20,591158.0,1-5 years,4,
2011-04-27,591168.0,1-5 years,4,
2011-05-04,617107.0,1-5 years,4,
2011-05-11,630702.0,1-5 years,4,
2011-05-18,648661.0,1-5 years,4,
2011-05-25,655085.0,1-5 years,4,
2011-06-01,676155.0,1-5 years,4,
2011-06-08,682939.0,1-5 years,4,
2011-06-15,692563.0,1-5 years,4,
2011-06-22,694720.0,1-5 years,4,
2011-06-29,703587.0,1-5 years,4,
2011-07-06,708800.0,1-5 years,4,
2011-07-13,713934.0,1-5 years,4,
2011-07-20,710280.0,1-5 years,4,
2011-07-27,710293.0,1-5 years,4,
2011-08-03,715116.0,1-5 years,4,
2011-08-10,715638.0,1-5 years,4,
2011-08-17,709657.0,1-5 years,4,
2011-08-24,709654.0,1-5 years,4,
2011-08-31,718559.0,1-5 years,4,
2011-09-07,715186.0,1-5 years,4,
2011-09-14,715189.0,1-5 years,4,
2011-09-21,714323.0,1-5 years,4,
2011-09-28,714534.0,1-5 years,4,
2011-10-05,717655.0,1-5 years,4,
2011-10-12,717664.0,1-5 years,4,
2011-10-19,706195.0,1-5 years,4,
2011-10-26,697690.0,1-5 years,4,
2011-11-02,679266.0,1-5 years,4,
2011-11-09,679270.0,1-5 years,4,
2011-11-16,692252.0,1-5 years,4,
2011-11-23,674996.0,1-5 years,4,
2011-11-30,687122.0,1-5 years,4,
2011-12-07,672456.0,1-5 years,4,
2011-12-14,672064.0,1-5 years,4,
2011-12-21,667121.0,1-5 years,4,
2011-12-28,650378.0,1-5 years,4,
2012-01-04,651964.0,1-5 years,4,
2012-01-11,642585.0,1-5 years,4,
2012-01-18,638088.0,1-5 years,4,
2012-01-25,629346.0,1-5 years,4,
2012-02-01,625531.0,1-5 years,4,
2012-02-08,624741.0,1-5 years,4,
2012-02-15,627102.0,1-5 years,4,
2012-02-22,603274.0,1-5 years,4,
2012-02-29,600747.0,1-5 years,4,
2012-03-07,599626.0,1-5 years,4,
2012-03-14,591007.0,1-5 years,4,
2012-03-21,581934.0,1-5 years,4,
2012-03-28,574954.0,1-5 years,4,
2012-04-04,575290.0,1-5 years,4,
2012-04-11,575194.0,1-5 years,4,
2012-04-18,566702.0,1-5 years,4,
2012-04-25,549453.0,1-5 years,4,
2012-05-02,551507.0,1-5 years,4,
2012-05-09,549945.0,1-5 years,4,
2012-05-16,547665.0,1-5 years,4,
2012-05-23,543351.0,1-5 years,4,
2012-05-30,545904.0,1-5 years,4,
2012-06-06,544049.0,1-5 years,4,
2012-06-13,534374.0,1-5 years,4,
2012-06-20,532988.0,1-5 years,4,
2012-06-27,524628.0,1-5 years,4,
2012-07-04,527072.0,1-5 years,4,
2012-07-11,527069.0,1-5 years,4,
2012-07-18,512408.0,1-5 years,4,
2012-07-25,504475.0,1-5 years,4,
2012-08-01,502093.0,1-5 years,4,
2012-08-08,502090.0,1-5 years,4,
2012-08-15,513596.0,1-5 years,4,
2012-08-22,497998.0,1-5 years,4,
2012-08-29,490195.0,1-5 years,4,
2012-09-05,492051.0,1-5 years,4,
2012-09-12,487969.0,1-5 years,4,
2012-09-19,472367.0,1-5 years,4,
2012-09-26,464564.0,1-5 years,4,
2012-10-03,461377.0,1-5 years,4,
2012-10-10,454182.0,1-5 years,4,
2012-10-17,446394.0,1-5 years,4,
2012-10-24,429960.0,1-5 years,4,
2012-10-31,424184.0,1-5 years,4,
2012-11-07,416524.0,1-5 years,4,
2012-11-14,418820.0,1-5 years,4,
2012-11-21,403914.0,1-5 years,4,
2012-11-28,396251.0,1-5 years,4,
2012-12-05,395447.0,1-5 years,4,
2012-12-12,387879.0,1-5 years,4,
2012-12-19,372692.0,1-5 years,4,
2012-12-26,365270.0,1-5 years,4,
2013-01-02,378474.0,1-5 years,4,
2013-01-09,383562.0,1-5 years,4,
2013-01-16,386821.0,1-5 years,4,
2013-01-23,386809.0,1-5 years,4,
2013-01-30,400314.0,1-5 years,4,
2013-02-06,400305.0,1-5 years,4,
2013-02-13,400297.0,1-5 years,4,
2013-02-20,416244.0,1-5 years,4,
2013-02-27,433570.0,1-5 years,4,
2013-03-06,438296.0,1-5 years,4,
2013-03-13,438304.0,1-5 years,4,
2013-03-20,442424.0,1-5 years,4,
2013-03-27,442432.0,1-5 years,4,
2013-04-03,462022.0,1-5 years,4,
2013-04-10,462043.0,1-5 years,4,
2013-04-17,467645.0,1-5 years,4,
2013-04-24,467666.0,1-5 years,4,
2013-05-01,491298.0,1-5 years,4,
2013-05-08,491305.0,1-5 years,4,
2013-05-15,516337.0,1-5 years,4,
2013-05-22,520567.0,1-5 years,4,
2013-05-29,520574.0,1-5 years,4,
2013-06-05,544480.0,1-5 years,4,
2013-06-12,544477.0,1-5 years,4,
2013-06-19,547248.0,1-5 years,4,
2013-06-26,547245.0,1-5 years,4,
2013-07-03,567212.0,1-5 years,4,
2013-07-10,569878.0,1-5 years,4,
2013-07-17,570934.0,1-5 years,4,
2013-07-24,570939.0,1-5 years,4,
2013-07-31,595418.0,1-5 years,4,
2013-08-07,599758.0,1-5 years,4,
2013-08-14,622371.0,1-5 years,4,
2013-08-21,622376.0,1-5 years,4,
2013-08-28,627563.0,1-5 years,4,
2013-09-04,646497.0,1-5 years,4,
2013-09-11,646632.0,1-5 years,4,
2013-09-18,646633.0,1-5 years,4,
2013-09-25,646634.0,1-5 years,4,
2013-10-02,659494.0,1-5 years,4,
2013-10-09,659498.0,1-5 years,4,
2013-10-16,662721.0,1-5 years,4,
2013-10-23,662725.0,1-5 years,4,
2013-10-30,685278.0,1-5 years,4,
2013-11-06,685280.0,1-5 years,4,
2013-11-13,688281.0,1-5 years,4,
2013-11-20,721540.0,1-5 years,4,
2013-11-27,726355.0,1-5 years,4,
2013-12-04,742894.0,1-5 years,4,
2013-12-11,748015.0,1-5 years,4,
2013-12-18,748008.0,1-5 years,4,
2013-12-25,750641.0,1-5 years,4,
2014-01-01,763329.0,1-5 years,4,
2014-01-08,763322.0,1-5 years,4,
2014-01-15,765246.0,1-5 years,4,
2014-01-22,767716.0,1-5 years,4,
2014-01-29,767709.0,1-5 years,4,
2014-02-05,778072.0,1-5 years,4,
2014-02-12,778071.0,1-5 years,4,
2014-02-19,819714.0,1-5 years,4,
2014-02-26,819714.0,1-5 years,4,
2014-03-05,828156.0,1-5 years,4,
2014-03-12,828168.0,1-5 years,4,
2014-03-19,831917.0,1-5 years,4,
2014-03-26,831930.0,1-5 years,4,
2014-04-02,849904.0,1-5 years,4,
2014-04-09,849917.0,1-5 years,4,
2014-04-16,853151.0,1-5 years,4,
2014-04-23,856629.0,1-5 years,4,
2014-04-30,876120.0,1-5 years,4,
2014-05-07,876141.0,1-5 years,4,
2014-05-14,910075.0,1-5 years,4,
2014-05-21,908649.0,1-5 years,4,
2014-05-28,908671.0,1-5 years,4,
2014-06-04,926143.0,1-5 years,4,
2014-06-11,929168.0,1-5 years,4,
2014-06-18,931877.0,1-5 years,4,
2014-06-25,931888.0,1-5 years,4,
2014-07-02,949850.0,1-5 years,4,
