Date,Employees: Manufacturing,Employees: Total Nonfarm,Manufacturing % of Total,Imports from China (12-month avg.),Nominal GDP,Imports (% of GDP),Sources
2017-06-01,12422,146588,0.08474090648620623,480180.515399,19429564.0,0.024713910996613204,
2017-07-01,12423,146772,0.08464148475186002,484302.768518,19444348.0,0.02490712306311325,
2017-08-01,12467,146907,0.08486321278087497,486863.306262,19539334.0,0.024917088077925278,
2017-09-01,12477,146999,0.08487812842264233,490247.42899000004,19702006.0,0.024883122509961678,
2017-10-01,12490,147147,0.08488110528926855,494582.480195,19754091.0,0.025036964758084795,
2017-11-01,12505,147377,0.08485041763640189,500084.641877,19910592.0,0.025116512953356686,
2017-12-01,12533,147521,0.0849573958961775,505165.098057,20019567.0,0.0252335676419475,
2018-01-01,12561,147670,0.08506128529830026,509510.85502300004,20050996.0,0.025410750419729775,
2018-02-01,12584,148058,0.08499371867781545,515682.071572,20203254.0,0.025524703672586604,
2018-03-01,12610,148281,0.0850412392686858,519793.907202,20212208.0,0.025716829512243293,
2018-04-01,12631,148426,0.08509964561464972,520579.803897,20359928.0,0.02556884306747057,
2018-05-01,12657,148755,0.08508621558939196,522689.537479,20489735.0,0.025509824186549998,
2018-06-01,12691,148966,0.08519393687150088,524955.4639099999,20560928.0,0.025531700899395198,
2018-07-01,12711,149022,0.08529613077263759,528404.10306,20615642.0,0.025631222304888686,
2018-08-01,12725,149272,0.08524706575915109,530417.985223,20711581.0,0.025609729417710798,
2018-09-01,12744,149361,0.08532347801634965,534950.983843,20734611.0,0.025799904509566155,
2018-10-01,12767,149526,0.08538314406859007,538898.9047109999,20816623.0,0.02588791201680503,
2018-11-01,12777,149622,0.085395195893652,537138.682265,20790077.0,0.025836300763340123,
2018-12-01,12796,149805,0.08541770968926271,538514.158526,20851107.0,0.025826645967813602,
2019-01-01,12833,150114,0.085488362178078,534135.356344,20979305.0,0.025460107298311357,
2019-02-01,12822,150092,0.08542760440263306,528206.940481,20997398.0,0.025155828378401933,
2019-03-01,12822,150320,0.08529803086748271,521011.774123,21062552.0,0.024736402983028836,
2019-04-01,12820,150563,0.08514708128823151,517283.461481,21201455.0,0.024398488758483793,
2019-05-01,12815,150630,0.0850760140742216,512440.764883,21240891.0,0.024125201004185748,
2019-06-01,12820,150797,0.08501495387839281,506649.735011,21374997.0,0.023702914906186888,
2019-07-01,12826,150879,0.08500851675846208,500877.15116300003,21491398.0,0.02330593622448386,
2019-08-01,12825,151111,0.0848713859348426,494036.599996,21534048.0,0.022942114738297232,
2019-09-01,12823,151318,0.08474206637676945,483965.223255,21570071.0,0.0224368859636577,
2019-10-01,12772,151447,0.08433313304324284,471679.042212,21623768.0,0.021812990326755263,
2019-11-01,12815,151662,0.08449710540544104,461507.38612499996,21714052.0,0.021253858382811276,
2019-12-01,12801,151764,0.08434806673519411,449110.676707,21781776.0,0.020618643617811513,
2020-01-01,12790,152098,0.08409052058541204,440760.521119,21778321.0,0.020238498694137165,
2020-02-01,12785,152371,0.08390704267872495,430314.32575799996,21950591.0,0.01960376947290394,
2020-03-01,12720,150944,0.08426966292134831,418876.960413,20885184.0,0.020056177643108148,
2020-04-01,11414,130430,0.08751054205320861,415117.830466,18690386.0,0.022210233136223084,
2020-05-01,11646,133055,0.08752771410319041,412417.50342799997,19512184.0,0.021136409098438183,
2020-06-01,11977,137620,0.087029501525941,410977.92352199997,20707623.0,0.019846697205275564,
2020-07-01,12018,139064,0.08642064085600874,410223.043677,21101271.0,0.01944067936367435,
2020-08-01,12044,140799,0.08554038025838252,409880.799999,21339791.0,0.019207348375576874,
2020-09-01,12101,141760,0.08536258465011287,411031.29660099995,21646222.0,0.018988592863964898,
2020-10-01,12125,142479,0.08510026038925035,415908.816762,21811138.0,0.019068643587601894,
2020-11-01,12159,142743,0.08518105966667368,424467.57843500003,21587680.0,0.019662491682061252,
2020-12-01,12199,142475,0.08562203895420249,432683.352135,21715300.0,0.019925276286074795,
2021-01-01,12196,142969,0.08530520602368345,438601.041367,22216710.0,0.019741943850687164,
2021-02-01,12222,143544,0.08514462464470825,449890.94263400004,22030911.0,0.020420896014422645,
2021-03-01,12270,144328,0.0850146887644809,470238.071565,22693929.0,0.02072087524222888,
2021-04-01,12228,144614,0.08455612872889208,476906.282809,22823974.0,0.020894971349380263,
2021-05-01,12259,145096,0.08448889011413134,479090.388227,23081081.0,0.02075684359094793,
2021-06-01,12276,145789,0.08420388369492897,481616.34667400003,23235748.0,0.0207273872428811,
2021-07-01,12349,146558,0.084260156388597,481449.812093,23323013.0,0.02064269363881073,
2021-08-01,12395,147221,0.08419315179220356,483732.867408,23592580.0,0.02050360187007949,
2021-09-01,12437,147778,0.08416002381951306,490100.58140300005,23735666.0,0.02064827594907175,
2021-10-01,12496,148559,0.08411472882827697,493414.8462,24211276.0,0.020379547372885262,
2021-11-01,12540,149173,0.08406346993088562,497043.845918,24314378.0,0.020442383758202655,
2021-12-01,12584,149742,0.08403787848432638,504935.376166,24521709.0,0.02059136156317653,
2022-01-01,12617,150106,0.08405393521911182,513912.20028,24522638.0,0.02095664423542035,
2022-02-01,12654,151010,0.08379577511423085,522300.71226099995,24732707.0,0.02111781424738505,
2022-03-01,12716,151424,0.08397612003381234,529685.80732,24966096.0,0.021216204861184546,
2022-04-01,12768,151678,0.08417832513614368,534049.472184,25000509.0,0.021361543966324843,
2022-05-01,12789,152042,0.08411491561542206,539406.230656,25228485.0,0.021380841166483044,
2022-06-01,12819,152412,0.08410755058656799,548212.183035,25516433.0,0.021484671585366183,
2022-07-01,12860,152980,0.08406327624526082,554560.58061,25473522.0,0.021770078774737155,
2022-08-01,12891,153332,0.084072470195393,562012.96261,25886636.0,0.021710544491373853,
2022-09-01,12917,153682,0.08405018154370714,563875.970358,25811665.0,0.02184578059408411,
2022-10-01,12954,154006,0.08411360596340402,560461.26307,26038358.0,0.021524447243178698,
2022-11-01,12968,154296,0.08404624876860062,548977.023846,26235136.0,0.02092525931049109,
2022-12-01,12974,154535,0.08395509107969068,536754.0916960001,26145183.0,0.020529750803274165,
2023-01-01,12985,155007,0.083770410368564,527160.086251,26413703.0,0.01995782591524558,
2023-02-01,12984,155333,0.08358816220635666,515520.728141,26547644.0,0.01941869975885619,
