Date,Manufacturing Employees,Industrial Output,Manufacturing Output,Employees
2009-02-01,12380.0,142.85491252207683,150.65827536331702,73.51980521408635
2009-03-01,12208.0,140.64023626682797,148.06632688201665,72.49836688639468
2009-04-01,12030.0,139.51631002215,147.1155038225773,71.44129698913237
2009-05-01,11862.0,138.15559653796237,145.5931882361044,70.44361304115446
2009-06-01,11726.0,137.73471372487793,145.25604380466973,69.63596413088663
2009-07-01,11668.0,139.37986462795456,147.77911701907846,69.29152562503712
2009-08-01,11626.0,140.93670820201072,149.54318479234104,69.04210463804263
2009-09-01,11591.0,142.1427618889637,151.09924925959086,68.83425381554724
2009-10-01,11538.0,142.46834434328943,151.13799159721742,68.51950828433992
2009-11-01,11509.0,143.0414475246301,152.72539431090294,68.34728903141517
2009-12-01,11475.0,143.51453411785366,152.46590674288862,68.14537680384821
2010-01-01,11460.0,145.05023597409652,154.20156346855845,68.05629787992162
2010-02-01,11453.0,145.5480421143019,154.2184379089469,68.01472771542252
2010-03-01,11453.0,146.596508689246,156.32068324264756,68.01472771542252
2010-04-01,11489.0,147.112366603892,157.72677181624076,68.22851713284636
2010-05-01,11525.0,149.13367745544787,159.82626213926576,68.4423065502702
2010-06-01,11545.0,149.45519419480954,159.79251325848887,68.56107844883901
2010-07-01,11561.0,150.02846000474875,160.68375921206695,68.65609596769404
2010-08-01,11553.0,150.57765678210043,161.0048901439493,68.60858720826653
2010-09-01,11563.0,151.0110619972743,161.18465459053652,68.66797315755092
2010-10-01,11562.0,150.60009952870232,161.26885460431157,68.66203456262248
2010-11-01,11585.0,150.71979417724566,161.48787795302707,68.7986222459766
2010-12-01,11595.0,152.1961365950125,162.32970590261036,68.858008195261
2011-01-01,11621.0,151.88600385755035,162.51859632206072,69.01241166340044
2011-02-01,11654.0,151.2332126629132,162.7913423789517,69.20838529603895
2011-03-01,11675.0,152.84160950271425,163.93656587919278,69.33309578953619
2011-04-01,11704.0,152.30574827044484,162.95888146566566,69.50531504246096
2011-05-01,11713.0,152.50903401865023,162.96697430952543,69.5587623968169
2011-06-01,11727.0,152.94683020598538,163.1723947930298,69.64190272581507
2011-07-01,11746.0,153.67280426997647,164.08430332667538,69.75473602945543
2011-08-01,11764.0,154.65475574810782,164.8483022246711,69.86163073816735
2011-09-01,11769.0,154.54286727229555,165.30046835181483,69.89132371280955
2011-10-01,11780.0,155.6232090525583,166.21564846063777,69.9566482570224
2011-11-01,11770.0,155.6214201379741,165.8967559749294,69.89726230773799
2011-12-01,11802.0,156.43862884575975,167.00013775053375,70.08729734544806
2012-01-01,11838.0,157.39033140455814,168.56033473379708,70.3010867628719
2012-02-01,11860.0,157.90570143340847,169.32071768028098,70.43173585129759
2012-03-01,11898.0,157.0860532966443,168.41741855499689,70.6574024585783
2012-04-01,11916.0,158.2281939443615,169.34654590536536,70.76429716729022
2012-05-01,11927.0,158.5389771962179,168.82825952200562,70.82962171150305
2012-06-01,11936.0,158.5562158276657,169.4400440801708,70.88306906585902
2012-07-01,11964.0,158.87545576664746,169.1227012879675,71.04934972385534
2012-08-01,11960.0,158.24754674759063,168.95292375507952,71.02559534414158
2012-09-01,11954.0,158.13728455776402,168.6137130656381,70.98996377457094
2012-10-01,11961.0,158.6320007545967,168.30687375163578,71.03153393907002
2012-11-01,11950.0,159.26869171797597,169.36049314691093,70.96620939485717
2012-12-01,11960.0,159.69868173258004,170.62969212755698,71.02559534414158
2013-01-01,11983.0,159.70600001951541,170.24795096080996,71.1621830274957
2013-02-01,11996.0,160.47100494716196,171.03519526138163,71.23938476156542
2013-03-01,11999.0,161.13046391434025,170.93808113506438,71.25720054635073
2013-04-01,12000.0,160.94669359796256,170.33989944211032,71.26313914127917
2013-05-01,12000.0,161.09452299405754,170.85353674495488,71.26313914127917
2013-06-01,12004.0,161.39652430159148,171.25576830360217,71.28689352099293
2013-07-01,11984.0,160.88164215853683,169.76599628073558,71.16812162242412
2013-08-01,12014.0,161.82505065880844,171.19825745574764,71.34627947027732
2013-09-01,12032.0,162.69218634635337,171.30690818926922,71.45317417898926
2013-10-01,12056.0,162.49898357125895,171.6068599765824,71.5957004572718
2013-11-01,12079.0,162.89872466653006,171.62545629864314,71.73228814062594
2013-12-01,12083.0,163.24284678109214,171.3239548178249,71.75604252033969
2014-01-01,12081.0,162.62697227832908,169.4417659618431,71.74416533048282
2014-02-01,12106.0,163.86181122722792,171.04724843308767,71.89263020369381
2014-03-01,12120.0,165.5180208750069,172.64136648529512,71.97577053269197
2014-04-01,12134.0,165.6250304928622,172.59728631448445,72.05891086169012
2014-05-01,12146.0,166.30302912027685,173.1126454990013,72.1301740008314
2014-06-01,12170.0,166.854665326607,173.65486603760587,72.27270027911396
2014-07-01,12189.0,167.2087077856815,174.45261381637852,72.38553358275432
2014-08-01,12208.0,166.94833939938005,173.51126110613677,72.49836688639468
2014-09-01,12226.0,167.47102771516575,173.64763413458226,72.6052615951066
2014-10-01,12259.0,167.4898926325992,173.49938012259796,72.80123522774512
2014-11-01,12284.0,168.54860480925288,174.74292306632685,72.94970010095612
2014-12-01,12292.0,168.53933497913474,174.4062951993939,72.99720886038364
2015-01-01,12292.0,167.22106755917238,173.40106067911012,72.99720886038364
2015-02-01,12301.0,166.12722760522882,172.0622976789035,73.05065621473959
2015-03-01,12312.0,165.5949442021278,172.64326055513465,73.11598075895243
2015-04-01,12318.0,164.6516983304548,172.58127281493216,73.15161232852307
2015-05-01,12333.0,163.90198049107332,172.58850471795577,73.24069125244968
2015-06-01,12334.0,163.4061258940507,171.93126248364212,73.2466298473781
2015-07-01,12349.0,164.42596983564752,173.14363936910254,73.33570877130471
2015-08-01,12345.0,164.16413779195898,172.67391004890143,73.31195439159094
2015-09-01,12354.0,163.68682285517272,172.25101591018665,73.36540174594691
2015-10-01,12362.0,162.93287667222856,172.01374061574487,73.41291050537443
2015-11-01,12357.0,161.71495109758038,171.51250086094083,73.38321753073222
2015-12-01,12362.0,160.90310913354733,171.04328810524137,73.41291050537443
2016-01-01,12383.0,161.74357373092772,171.78903505751083,73.53762099887166
2016-02-01,12365.0,160.86180146951202,171.16072043529167,73.43072629015975
2016-03-01,12342.0,159.68615933049057,171.08358013637303,73.29413860680563
2016-04-01,12353.0,160.1353395197252,170.78896618224394,73.35946315101847
2016-05-01,12332.0,159.78552540421336,170.66791790068183,73.23475265752123
2016-06-01,12350.0,160.5591496475838,171.13403126937115,73.34164736623315
