Date,Manufacturing Employees,Industrial Output,Employees
1977-07-01,18259.0,92.34484019671058,94.69453376205787
1977-08-01,18276.0,92.43973091839975,94.78269889015662
1977-09-01,18334.0,92.80793771473115,95.08349756249352
1977-10-01,18356.0,92.95633679469535,95.1975936106213
1977-11-01,18419.0,93.12436843776766,95.52432320298723
1977-12-01,18531.0,93.2891279869886,96.10517581163779
1978-01-01,18593.0,91.9273595165,96.42671921999792
1978-02-01,18639.0,92.44069329894424,96.66528368426512
1978-03-01,18699.0,94.20916378754487,96.97645472461363
1978-04-01,18772.0,96.08368861215101,97.35504615703765
1978-05-01,18848.0,96.54640117795378,97.7491961414791
1978-06-01,18919.0,97.16694415305699,98.1174152058915
1978-07-01,18951.0,97.0972678016341,98.28337309407738
1978-08-01,19006.0,97.49511591873657,98.56861321439685
1978-09-01,19068.0,97.72473991665784,98.89015662275698
1978-10-01,19142.0,98.48020864410205,99.27393423918681
1978-11-01,19257.0,99.23721718041747,99.87034539985478
1978-12-01,19334.0,99.73207325640703,100.26968156830205
1979-01-01,19388.0,99.1942950081321,100.5497355046157
1979-02-01,19409.0,99.70146955509148,100.65864536873768
1979-03-01,19453.0,99.99980752389109,100.88683746499325
1979-04-01,19450.0,98.805685744257,100.87127891297582
1979-05-01,19509.0,99.68761127525043,101.17726376931853
1979-06-01,19553.0,99.69511784349767,101.4054558655741
1979-07-01,19531.0,99.53401534034587,101.29135981744632
1979-08-01,19406.0,98.88768056664966,100.64308681672026
1979-09-01,19442.0,98.88286866392708,100.82978944092937
1979-10-01,19390.0,99.5617319000279,100.56010787262733
1979-11-01,19299.0,99.39889711189599,100.08816512809875
1979-12-01,19301.0,99.46453146503188,100.09853749611035
1980-01-01,19282.0,100.0,100.0
1980-02-01,19219.0,100.04503940948327,99.67327040763406
1980-03-01,19217.0,99.61889730437208,99.66289803962245
1980-04-01,18973.0,97.65641089799726,98.39746914220517
1980-05-01,18726.0,95.25642629608598,97.11648169277046
1980-06-01,18490.0,94.0255415796514,95.89254226739965
1980-07-01,18276.0,93.35033538961974,94.78269889015662
1980-08-01,18414.0,93.6500206911817,95.4983922829582
1980-09-01,18445.0,95.21350412380063,95.65916398713826
1980-10-01,18506.0,96.42032932662234,95.97552121149259
1980-11-01,18601.0,98.03019950148688,96.46820869204439
1980-12-01,18640.0,98.67172237246051,96.67046986827093
1981-01-01,18639.0,98.0575311089511,96.66528368426512
1981-02-01,18613.0,97.64928928196785,96.5304429001141
1981-03-01,18647.0,98.14780240402658,96.70677315631158
1981-04-01,18711.0,97.7355185787564,97.03868893268334
1981-05-01,18766.0,98.29119710515931,97.3239290530028
1981-06-01,18789.0,98.80857288589053,97.4432112851364
1981-07-01,18785.0,99.44201176029026,97.42246654911317
1981-08-01,18748.0,99.32710352327517,97.23057774089826
1981-09-01,18712.0,98.84167877662185,97.04387511668914
1981-10-01,18566.0,98.08216805089067,96.2866922518411
1981-11-01,18409.0,96.93751263124463,95.47246136292917
1981-12-01,18223.0,95.88794040939668,94.50783113784877
1982-01-01,18047.0,93.92429914636845,93.59506275282648
1982-02-01,17981.0,95.84193861936886,93.25277460844312
1982-03-01,17857.0,95.19675870232608,92.60968779172285
1982-04-01,17683.0,94.32715164230238,91.70729177471216
1982-05-01,17588.0,93.69429019622939,91.21460429416037
1982-06-01,17430.0,93.45273267955615,90.39518722124261
1982-07-01,17278.0,93.13129757768817,89.60688725235971
1982-08-01,17160.0,92.29133183843555,88.99491753967432
1982-09-01,17074.0,92.05323889172257,88.54890571517477
1982-10-01,16853.0,91.16746383855101,87.40275904989109
1982-11-01,16722.0,90.87720986632533,86.72336894513018
1982-12-01,16690.0,90.23222242539144,86.5574110569443
1983-01-01,16705.0,91.90560971619396,86.63520381703142
1983-02-01,16706.0,91.33915252769249,86.64039000103723
1983-03-01,16711.0,92.10289772781952,86.66632092106627
1983-04-01,16794.0,93.25679200069288,87.09677419354838
1983-05-01,16885.0,93.84018708677782,87.56871693807696
1983-06-01,16960.0,94.40876151247724,87.95768073851261
1983-07-01,17059.0,95.80941015696425,88.47111295508765
1983-08-01,17118.0,96.9554129093726,88.77709781143035
1983-09-01,17255.0,98.35144212724595,89.48760502022611
1983-10-01,17367.0,99.1238487522736,90.06845762887667
1983-11-01,17479.0,99.56211685224571,90.64931023752723
1983-12-01,17551.0,100.06563435313592,91.02271548594544
1984-01-01,17630.0,102.04602103763868,91.43242402240432
1984-02-01,17728.0,102.52259188328246,91.94067005497355
1984-03-01,17806.0,103.00262729888652,92.34519240742661
1984-04-01,17872.0,103.61354646854457,92.68748055180997
1984-05-01,17916.0,104.16884004272968,92.91567264806555
1984-06-01,17967.0,104.54012645680355,93.18016803236179
1984-07-01,18013.0,104.83095785735594,93.41873249662898
1984-08-01,18034.0,104.95722218479631,93.52764236075096
1984-09-01,18019.0,104.66369611871926,93.44984960066384
1984-10-01,18024.0,104.61615451982023,93.47578052069288
1984-11-01,18016.0,104.96569113358802,93.4342910486464
1984-12-01,18023.0,105.01650482633842,93.47059433668706
1985-01-01,18009.0,104.96530618137024,93.39798776060574
1985-02-01,17966.0,105.28808861600054,93.17498184835597
1985-03-01,17939.0,105.42667141441065,93.03495488019915
1985-04-01,17886.0,105.21937464512217,92.7600871278913
1985-05-01,17855.0,105.37528029333359,92.59931542371123
1985-06-01,17819.0,105.32504402890989,92.41261279950213
1985-07-01,17776.0,104.78033664071447,92.18960688725237
1985-08-01,17756.0,105.12852592171994,92.08588320713619
1985-09-01,17718.0,105.51540290061494,91.88880821491546
1985-10-01,17708.0,105.15046819813487,91.83694637485738
1985-11-01,17697.0,105.51078347400127,91.77989835079349
1985-12-01,17693.0,106.55400398425544,91.75915361477026
1986-01-01,17686.0,107.11507184170763,91.72285032672958
1986-02-01,17663.0,106.38154539067837,91.603568094596
1986-03-01,17624.0,105.63627789700602,91.40130691836946
1986-04-01,17616.0,105.75715289339709,91.359817446323
1986-05-01,17593.0,105.96483461490342,91.2405352141894
1986-06-01,17530.0,105.54812383912845,90.91380562182346
1986-07-01,17497.0,106.19214889951783,90.74266154963178
1986-08-01,17489.0,106.01430097489148,90.70117207758531
1986-09-01,17498.0,106.30782704096853,90.74784773363758
1986-10-01,17477.0,106.75591142249466,90.63893786951562
1986-11-01,17472.0,107.18109114706135,90.61300694948656
1986-12-01,17478.0,108.19467033654448,90.64412405352142
1987-01-01,17465.0,107.78893069897696,90.57670366144592
1987-02-01,17499.0,109.21825828369055,90.75303391764339
1987-03-01,17507.0,109.37166174248618,90.79452338968986
1987-04-01,17525.0,110.0874803914964,90.88787470179443
1987-05-01,17542.0,110.76961572144855,90.97603982989317
1987-06-01,17537.0,111.36725403959234,90.95010890986413
1987-07-01,17593.0,112.11752591209616,91.2405352141894
1987-08-01,17630.0,112.96211107796242,91.43242402240432
1987-09-01,17691.0,113.39479737077632,91.74878124675864
1987-10-01,17729.0,114.92421253211943,91.94585623897936
1987-11-01,17775.0,115.48989981618531,92.18442070324654
1987-12-01,17809.0,116.1277656410898,92.36075095944403
1988-01-01,17790.0,116.09889422475435,92.26221346333368
1988-02-01,17823.0,116.68074950196805,92.43335753552536
1988-03-01,17844.0,116.94675148447196,92.54226739964734
1988-04-01,17874.0,117.63061909940429,92.6978529198216
1988-05-01,17892.0,117.40118757759193,92.79120423192614
1988-06-01,17916.0,117.73705838762763,92.91567264806555
1988-07-01,17926.0,117.7470671452906,92.96753448812363
1988-08-01,17891.0,118.34412803510762,92.78601804792034
1988-09-01,17914.0,117.95782848453935,92.90530028005394
1988-10-01,17966.0,118.48733026013144,93.17498184835597
1988-11-01,18003.0,118.78239613507972,93.3668706565709
