date,value,Series
1992-01-01,10.8,Less Than a High School Diploma
1992-02-01,11.0,Less Than a High School Diploma
1992-03-01,11.2,Less Than a High School Diploma
1992-04-01,10.8,Less Than a High School Diploma
1992-05-01,12.2,Less Than a High School Diploma
1992-06-01,11.9,Less Than a High School Diploma
1992-07-01,11.9,Less Than a High School Diploma
1992-08-01,11.8,Less Than a High School Diploma
1992-09-01,11.7,Less Than a High School Diploma
1992-10-01,11.5,Less Than a High School Diploma
1992-11-01,11.6,Less Than a High School Diploma
1992-12-01,11.3,Less Than a High School Diploma
1993-01-01,11.1,Less Than a High School Diploma
1993-02-01,11.1,Less Than a High School Diploma
1993-03-01,10.9,Less Than a High School Diploma
1993-04-01,10.9,Less Than a High School Diploma
1993-05-01,10.8,Less Than a High School Diploma
1993-06-01,11.2,Less Than a High School Diploma
1993-07-01,10.4,Less Than a High School Diploma
1993-08-01,10.5,Less Than a High School Diploma
1993-09-01,10.7,Less Than a High School Diploma
1993-10-01,10.7,Less Than a High School Diploma
1993-11-01,10.5,Less Than a High School Diploma
1993-12-01,11.0,Less Than a High School Diploma
1994-01-01,10.7,Less Than a High School Diploma
1994-02-01,10.4,Less Than a High School Diploma
1994-03-01,10.5,Less Than a High School Diploma
1994-04-01,10.1,Less Than a High School Diploma
1994-05-01,9.3,Less Than a High School Diploma
1994-06-01,9.7,Less Than a High School Diploma
1994-07-01,9.8,Less Than a High School Diploma
1994-08-01,9.8,Less Than a High School Diploma
1994-09-01,9.6,Less Than a High School Diploma
1994-10-01,9.7,Less Than a High School Diploma
1994-11-01,9.2,Less Than a High School Diploma
1994-12-01,8.5,Less Than a High School Diploma
1995-01-01,9.2,Less Than a High School Diploma
1995-02-01,8.9,Less Than a High School Diploma
1995-03-01,8.0,Less Than a High School Diploma
1995-04-01,8.8,Less Than a High School Diploma
1995-05-01,8.7,Less Than a High School Diploma
1995-06-01,8.7,Less Than a High School Diploma
1995-07-01,9.0,Less Than a High School Diploma
1995-08-01,9.5,Less Than a High School Diploma
1995-09-01,9.1,Less Than a High School Diploma
1995-10-01,9.1,Less Than a High School Diploma
1995-11-01,9.3,Less Than a High School Diploma
1995-12-01,9.2,Less Than a High School Diploma
1996-01-01,8.7,Less Than a High School Diploma
1996-02-01,8.9,Less Than a High School Diploma
1996-03-01,9.2,Less Than a High School Diploma
1996-04-01,9.1,Less Than a High School Diploma
1996-05-01,9.7,Less Than a High School Diploma
1996-06-01,8.6,Less Than a High School Diploma
1996-07-01,8.8,Less Than a High School Diploma
1996-08-01,8.5,Less Than a High School Diploma
1996-09-01,8.2,Less Than a High School Diploma
1996-10-01,7.8,Less Than a High School Diploma
1996-11-01,8.4,Less Than a High School Diploma
1996-12-01,8.3,Less Than a High School Diploma
1997-01-01,8.8,Less Than a High School Diploma
1997-02-01,8.8,Less Than a High School Diploma
1997-03-01,8.3,Less Than a High School Diploma
1997-04-01,8.4,Less Than a High School Diploma
1997-05-01,8.5,Less Than a High School Diploma
1997-06-01,8.2,Less Than a High School Diploma
1997-07-01,7.7,Less Than a High School Diploma
1997-08-01,7.6,Less Than a High School Diploma
1997-09-01,8.0,Less Than a High School Diploma
1997-10-01,7.8,Less Than a High School Diploma
1997-11-01,7.4,Less Than a High School Diploma
1997-12-01,7.5,Less Than a High School Diploma
1998-01-01,7.0,Less Than a High School Diploma
1998-02-01,7.1,Less Than a High School Diploma
1998-03-01,7.1,Less Than a High School Diploma
1998-04-01,7.2,Less Than a High School Diploma
1998-05-01,7.0,Less Than a High School Diploma
1998-06-01,7.2,Less Than a High School Diploma
1998-07-01,7.2,Less Than a High School Diploma
1998-08-01,7.1,Less Than a High School Diploma
1998-09-01,6.9,Less Than a High School Diploma
1998-10-01,6.9,Less Than a High School Diploma
1998-11-01,7.1,Less Than a High School Diploma
1998-12-01,6.9,Less Than a High School Diploma
1999-01-01,7.1,Less Than a High School Diploma
1999-02-01,7.5,Less Than a High School Diploma
1999-03-01,6.1,Less Than a High School Diploma
1999-04-01,6.9,Less Than a High School Diploma
1999-05-01,6.8,Less Than a High School Diploma
1999-06-01,6.8,Less Than a High School Diploma
1999-07-01,6.9,Less Than a High School Diploma
1999-08-01,7.1,Less Than a High School Diploma
1999-09-01,6.9,Less Than a High School Diploma
1999-10-01,6.6,Less Than a High School Diploma
1999-11-01,6.4,Less Than a High School Diploma
1999-12-01,5.8,Less Than a High School Diploma
2000-01-01,6.4,Less Than a High School Diploma
2000-02-01,6.0,Less Than a High School Diploma
2000-03-01,6.6,Less Than a High School Diploma
2000-04-01,6.2,Less Than a High School Diploma
2000-05-01,6.9,Less Than a High School Diploma
2000-06-01,6.3,Less Than a High School Diploma
2000-07-01,6.4,Less Than a High School Diploma
2000-08-01,6.2,Less Than a High School Diploma
2000-09-01,6.2,Less Than a High School Diploma
2000-10-01,6.4,Less Than a High School Diploma
2000-11-01,6.5,Less Than a High School Diploma
2000-12-01,5.9,Less Than a High School Diploma
2001-01-01,6.7,Less Than a High School Diploma
2001-02-01,7.5,Less Than a High School Diploma
2001-03-01,6.8,Less Than a High School Diploma
2001-04-01,6.8,Less Than a High School Diploma
2001-05-01,6.6,Less Than a High School Diploma
2001-06-01,6.9,Less Than a High School Diploma
